date,count,total_count,ratio
10/22/2014 0:00,1,8493,0.000117744
10/23/2014 0:00,0,8510,0
10/24/2014 0:00,0,8230,0
10/25/2014 0:00,0,4007,0
10/26/2014 0:00,0,3872,0
10/27/2014 0:00,0,8084,0
10/28/2014 0:00,0,8522,0
10/29/2014 0:00,0,8760,0
10/30/2014 0:00,0,8934,0
10/31/2014 0:00,0,7877,0
11/1/2014 0:00,0,3792,0
11/2/2014 0:00,0,3724,0
11/3/2014 0:00,0,7814,0
11/4/2014 0:00,0,8558,0
11/5/2014 0:00,0,9535,0
11/6/2014 0:00,0,8636,0
11/7/2014 0:00,0,8033,0
11/8/2014 0:00,0,3975,0
11/9/2014 0:00,0,3724,0
11/10/2014 0:00,0,7927,0
11/11/2014 0:00,0,7722,0
11/12/2014 0:00,0,8326,0
11/13/2014 0:00,0,8607,0
11/14/2014 0:00,0,7993,0
11/15/2014 0:00,0,4068,0
11/16/2014 0:00,0,3886,0
11/17/2014 0:00,0,7630,0
11/18/2014 0:00,0,8426,0
11/19/2014 0:00,1,8570,0.000116686
11/20/2014 0:00,0,8931,0
11/21/2014 0:00,0,7924,0
11/22/2014 0:00,0,3758,0
11/23/2014 0:00,0,3733,0
11/24/2014 0:00,0,7948,0
11/25/2014 0:00,0,8222,0
11/26/2014 0:00,0,7801,0
11/27/2014 0:00,0,4398,0
11/28/2014 0:00,0,4721,0
11/29/2014 0:00,0,3344,0
11/30/2014 0:00,0,3708,0
12/1/2014 0:00,0,7833,0
12/2/2014 0:00,0,8170,0
12/3/2014 0:00,0,7864,0
12/4/2014 0:00,0,8613,0
12/5/2014 0:00,0,6791,0
12/6/2014 0:00,0,3972,0
12/7/2014 0:00,0,3968,0
12/8/2014 0:00,0,7859,0
12/9/2014 0:00,0,8232,0
12/10/2014 0:00,0,8331,0
12/11/2014 0:00,0,8522,0
12/12/2014 0:00,0,7469,0
12/13/2014 0:00,0,3719,0
12/14/2014 0:00,0,3672,0
12/15/2014 0:00,0,7848,0
12/16/2014 0:00,0,7974,0
12/17/2014 0:00,0,8388,0
12/18/2014 0:00,0,8073,0
12/19/2014 0:00,0,7636,0
12/20/2014 0:00,0,3754,0
12/21/2014 0:00,0,3644,0
12/22/2014 0:00,0,7063,0
12/23/2014 0:00,0,7067,0
12/24/2014 0:00,0,5374,0
12/25/2014 0:00,0,2826,0
12/26/2014 0:00,0,4231,0
12/27/2014 0:00,0,2985,0
12/28/2014 0:00,0,3431,0
12/29/2014 0:00,0,6637,0
12/30/2014 0:00,0,6463,0
12/31/2014 0:00,0,5970,0
1/1/2015 0:00,0,3594,0
1/2/2015 0:00,0,5410,0
1/3/2015 0:00,0,3465,0
1/4/2015 0:00,0,3572,0
1/5/2015 0:00,1,7692,0.000130005
1/6/2015 0:00,1,8214,0.000121743
1/7/2015 0:00,0,8514,0
1/8/2015 0:00,2,8233,0.000242925
1/9/2015 0:00,1,7865,0.000127146
1/10/2015 0:00,0,3975,0
1/11/2015 0:00,0,3915,0
1/12/2015 0:00,0,8014,0
1/13/2015 0:00,0,9374,0
1/14/2015 0:00,1,8907,0.000112271
1/15/2015 0:00,1,9108,0.000109794
1/16/2015 0:00,2,8078,0.000247586
1/17/2015 0:00,1,3706,0.000269833
1/18/2015 0:00,0,4021,0
1/19/2015 0:00,0,6312,0
1/20/2015 0:00,1,9340,0.000107066
1/21/2015 0:00,3,9561,0.000313775
1/22/2015 0:00,0,9108,0
1/23/2015 0:00,0,8182,0
1/24/2015 0:00,0,4042,0
1/25/2015 0:00,1,4264,0.000234522
1/26/2015 0:00,2,8365,0.000239091
1/27/2015 0:00,0,8613,0
1/28/2015 0:00,1,8558,0.00011685
1/29/2015 0:00,3,9054,0.000331345
1/30/2015 0:00,0,8213,0
1/31/2015 0:00,0,4024,0
2/1/2015 0:00,0,4301,0
2/2/2015 0:00,1,8070,0.000123916
2/3/2015 0:00,4,8664,0.000461681
2/4/2015 0:00,0,9355,0
2/5/2015 0:00,1,8716,0.000114732
2/6/2015 0:00,0,7728,0
2/7/2015 0:00,0,3669,0
2/8/2015 0:00,0,4434,0
2/9/2015 0:00,0,7989,0
2/10/2015 0:00,3,8625,0.000347826
2/11/2015 0:00,0,8653,0
2/12/2015 0:00,0,8581,0
2/13/2015 0:00,1,7830,0.000127714
2/14/2015 0:00,1,3597,0.000278009
2/15/2015 0:00,0,3851,0
2/16/2015 0:00,0,5974,0
2/17/2015 0:00,0,7714,0
2/18/2015 0:00,1,8273,0.000120875
2/19/2015 0:00,0,8644,0
2/20/2015 0:00,0,8051,0
2/21/2015 0:00,0,3776,0
2/22/2015 0:00,0,4340,0
2/23/2015 0:00,0,7953,0
2/24/2015 0:00,1,8482,0.000117897
2/25/2015 0:00,0,8684,0
2/26/2015 0:00,0,8975,0
2/27/2015 0:00,1,8151,0.000122684
2/28/2015 0:00,0,3928,0
3/1/2015 0:00,0,4014,0
3/2/2015 0:00,0,8460,0
3/3/2015 0:00,2,8787,0.000227609
3/4/2015 0:00,4,8910,0.000448934
3/5/2015 0:00,1,8519,0.000117385
3/6/2015 0:00,2,7904,0.000253036
3/7/2015 0:00,0,3773,0
3/8/2015 0:00,0,3904,0
3/9/2015 0:00,0,8428,0
3/10/2015 0:00,0,8754,0
3/11/2015 0:00,0,8471,0
3/12/2015 0:00,0,8719,0
3/13/2015 0:00,0,7693,0
3/14/2015 0:00,0,3534,0
3/15/2015 0:00,1,4201,0.000238039
3/16/2015 0:00,1,8057,0.000124116
3/17/2015 0:00,2,8513,0.000234935
3/18/2015 0:00,0,9020,0
3/19/2015 0:00,1,8837,0.000113161
3/20/2015 0:00,2,8041,0.000248725
3/21/2015 0:00,0,3625,0
3/22/2015 0:00,1,3694,0.000270709
3/23/2015 0:00,0,7414,0
3/24/2015 0:00,1,8051,0.000124208
3/25/2015 0:00,1,8650,0.000115607
3/26/2015 0:00,0,8263,0
3/27/2015 0:00,1,8132,0.000122971
3/28/2015 0:00,0,3511,0
3/29/2015 0:00,0,3884,0
3/30/2015 0:00,0,7630,0
3/31/2015 0:00,1,8395,0.000119119
4/1/2015 0:00,0,8774,0
4/2/2015 0:00,1,8362,0.000119589
4/3/2015 0:00,0,6704,0
4/4/2015 0:00,0,3421,0
4/5/2015 0:00,1,3970,0.000251889
4/6/2015 0:00,1,7171,0.000139451
4/7/2015 0:00,1,8078,0.000123793
4/8/2015 0:00,0,8370,0
4/9/2015 0:00,0,8818,0
4/10/2015 0:00,0,7627,0
4/11/2015 0:00,0,3503,0
4/12/2015 0:00,0,4062,0
4/13/2015 0:00,0,7830,0
4/14/2015 0:00,1,8468,0.000118092
4/15/2015 0:00,0,9075,0
4/16/2015 0:00,1,8135,0.000122926
4/17/2015 0:00,0,7333,0
4/18/2015 0:00,0,3515,0
4/19/2015 0:00,0,3910,0
4/20/2015 0:00,1,7933,0.000126056
4/21/2015 0:00,0,8348,0
4/22/2015 0:00,1,8679,0.000115221
4/23/2015 0:00,0,8979,0
4/24/2015 0:00,0,7885,0
4/25/2015 0:00,0,3926,0
4/26/2015 0:00,0,3910,0
4/27/2015 0:00,0,8287,0
4/28/2015 0:00,0,9224,0
4/29/2015 0:00,1,9297,0.000107562
4/30/2015 0:00,0,9026,0
5/1/2015 0:00,0,7972,0
5/2/2015 0:00,0,4122,0
5/3/2015 0:00,0,3688,0
5/4/2015 0:00,0,8189,0
5/5/2015 0:00,0,8590,0
5/6/2015 0:00,0,8774,0
5/7/2015 0:00,0,8827,0
5/8/2015 0:00,0,7974,0
5/9/2015 0:00,0,3747,0
5/10/2015 0:00,0,3714,0
5/11/2015 0:00,0,8293,0
5/12/2015 0:00,0,9020,0
5/13/2015 0:00,0,9081,0
5/14/2015 0:00,0,8860,0
5/15/2015 0:00,0,8420,0
5/16/2015 0:00,0,3678,0
5/17/2015 0:00,0,3864,0
5/18/2015 0:00,0,8159,0
5/19/2015 0:00,0,8895,0
5/20/2015 0:00,0,9769,0
5/21/2015 0:00,0,8926,0
5/22/2015 0:00,0,7784,0
5/23/2015 0:00,0,3276,0
5/24/2015 0:00,0,3741,0
5/25/2015 0:00,0,4144,0
5/26/2015 0:00,0,8342,0
5/27/2015 0:00,0,8904,0
5/28/2015 0:00,0,8806,0
5/29/2015 0:00,0,7668,0
5/30/2015 0:00,0,3498,0
5/31/2015 0:00,0,3760,0
6/1/2015 0:00,2,8222,0.00024325
6/2/2015 0:00,0,8702,0
6/3/2015 0:00,1,8673,0.0001153
6/4/2015 0:00,0,8746,0
6/5/2015 0:00,0,7953,0
6/6/2015 0:00,0,3697,0
6/7/2015 0:00,0,5538,0
6/8/2015 0:00,0,8432,0
6/9/2015 0:00,2,8598,0.000232612
6/10/2015 0:00,0,8712,0
6/11/2015 0:00,0,8689,0
6/12/2015 0:00,1,7869,0.000127081
6/13/2015 0:00,0,3543,0
6/14/2015 0:00,0,3972,0
6/15/2015 0:00,1,8948,0.000111757
6/16/2015 0:00,0,8780,0
6/17/2015 0:00,0,9816,0
6/18/2015 0:00,0,9964,0
6/19/2015 0:00,0,10061,0
6/20/2015 0:00,0,5131,0
6/21/2015 0:00,0,4629,0
6/22/2015 0:00,0,10842,0
6/23/2015 0:00,0,11059,0
6/24/2015 0:00,0,11385,0
6/25/2015 0:00,1,11759,8.50E-05
6/26/2015 0:00,0,10660,0
6/27/2015 0:00,0,4744,0
6/28/2015 0:00,0,4589,0
6/29/2015 0:00,0,10979,0
6/30/2015 0:00,1,11247,8.89E-05
7/1/2015 0:00,0,11097,0
7/2/2015 0:00,1,10591,9.44E-05
7/3/2015 0:00,0,6376,0
7/4/2015 0:00,0,4251,0
7/5/2015 0:00,0,4514,0
7/6/2015 0:00,0,9674,0
7/7/2015 0:00,0,10328,0
7/8/2015 0:00,1,10894,9.18E-05
7/9/2015 0:00,0,11074,0
7/10/2015 0:00,2,10543,0.000189699
7/11/2015 0:00,0,5103,0
7/12/2015 0:00,0,4959,0
7/13/2015 0:00,0,11499,0
7/14/2015 0:00,0,10989,0
7/15/2015 0:00,0,11555,0
7/16/2015 0:00,1,11365,8.80E-05
7/17/2015 0:00,0,9687,0
7/18/2015 0:00,1,4476,0.000223414
7/19/2015 0:00,0,4174,0
7/20/2015 0:00,0,10374,0
7/21/2015 0:00,0,10371,0
7/22/2015 0:00,0,11381,0
7/23/2015 0:00,0,10842,0
7/24/2015 0:00,0,9809,0
7/25/2015 0:00,0,4664,0
7/26/2015 0:00,0,4950,0
7/27/2015 0:00,0,9933,0
7/28/2015 0:00,0,10823,0
7/29/2015 0:00,1,11047,9.05E-05
7/30/2015 0:00,0,11333,0
7/31/2015 0:00,0,11285,0
8/1/2015 0:00,0,4881,0
8/2/2015 0:00,1,4496,0.00022242
8/3/2015 0:00,0,10496,0
8/4/2015 0:00,0,10883,0
8/5/2015 0:00,0,11050,0
8/6/2015 0:00,0,11865,0
8/7/2015 0:00,0,10645,0
8/8/2015 0:00,0,5053,0
8/9/2015 0:00,0,4879,0
8/10/2015 0:00,0,11337,0
8/11/2015 0:00,0,11012,0
8/12/2015 0:00,0,11269,0
8/13/2015 0:00,0,11539,0
8/14/2015 0:00,0,10496,0
8/15/2015 0:00,0,5528,0
8/16/2015 0:00,0,5256,0
8/17/2015 0:00,0,10605,0
8/18/2015 0:00,0,10838,0
8/19/2015 0:00,0,11032,0
8/20/2015 0:00,0,11624,0
8/21/2015 0:00,0,10265,0
8/22/2015 0:00,0,4946,0
8/23/2015 0:00,0,5011,0
8/24/2015 0:00,0,10649,0
8/25/2015 0:00,1,10940,9.14E-05
8/26/2015 0:00,0,11284,0
8/27/2015 0:00,0,12683,0
8/28/2015 0:00,1,10719,9.33E-05
8/29/2015 0:00,0,5033,0
8/30/2015 0:00,0,5493,0
8/31/2015 0:00,2,11179,0.000178907
9/1/2015 0:00,0,10932,0
9/2/2015 0:00,1,11210,8.92E-05
9/3/2015 0:00,1,12181,8.21E-05
9/4/2015 0:00,0,10184,0
9/5/2015 0:00,0,4991,0
9/6/2015 0:00,0,4771,0
9/7/2015 0:00,0,6055,0
9/8/2015 0:00,0,11351,0
9/9/2015 0:00,0,12989,0
9/10/2015 0:00,0,12419,0
9/11/2015 0:00,1,11693,8.55E-05
9/12/2015 0:00,0,5737,0
9/13/2015 0:00,0,6039,0
9/14/2015 0:00,0,11901,0
9/15/2015 0:00,0,12433,0
9/16/2015 0:00,1,13714,7.29E-05
9/17/2015 0:00,2,13369,0.0001496
9/18/2015 0:00,1,12279,8.14E-05
9/19/2015 0:00,0,6014,0
9/20/2015 0:00,0,6518,0
9/21/2015 0:00,0,12936,0
9/22/2015 0:00,0,12687,0
9/23/2015 0:00,1,12199,8.20E-05
9/24/2015 0:00,1,13467,7.43E-05
9/25/2015 0:00,1,12379,8.08E-05
9/26/2015 0:00,0,5818,0
9/27/2015 0:00,0,6261,0
9/28/2015 0:00,0,12946,0
9/29/2015 0:00,1,12678,7.89E-05
9/30/2015 0:00,2,12955,0.000154381
10/1/2015 0:00,12,13070,0.000918133
10/2/2015 0:00,8,11873,0.000673798
10/3/2015 0:00,0,5922,0
10/4/2015 0:00,1,6343,0.000157654
10/5/2015 0:00,2,12525,0.000159681
10/6/2015 0:00,2,12557,0.000159274
10/7/2015 0:00,6,13088,0.000458435
10/8/2015 0:00,10,13676,0.000731208
10/9/2015 0:00,1,11877,8.42E-05
10/10/2015 0:00,1,6200,0.00016129
10/11/2015 0:00,0,6135,0
10/12/2015 0:00,1,11341,8.82E-05
10/13/2015 0:00,2,12603,0.000158692
10/14/2015 0:00,1,12534,7.98E-05
10/15/2015 0:00,7,13202,0.000530223
10/16/2015 0:00,2,11761,0.000170054
10/17/2015 0:00,0,5524,0
10/18/2015 0:00,0,5661,0
10/19/2015 0:00,0,12006,0
10/20/2015 0:00,1,12437,8.04E-05
10/21/2015 0:00,5,12926,0.000386817
10/22/2015 0:00,1,12897,7.75E-05
10/23/2015 0:00,0,11700,0
10/24/2015 0:00,1,5767,0.0001734
10/25/2015 0:00,2,5972,0.000334896
10/26/2015 0:00,1,12355,8.09E-05
10/27/2015 0:00,1,12455,8.03E-05
10/28/2015 0:00,2,12820,0.000156006
10/29/2015 0:00,1,13073,7.65E-05
10/30/2015 0:00,0,11967,0
10/31/2015 0:00,1,6299,0.000158755
11/1/2015 0:00,0,5812,0
11/2/2015 0:00,0,12090,0
11/3/2015 0:00,1,12735,7.85E-05
11/4/2015 0:00,4,12999,0.000307716
11/5/2015 0:00,3,13083,0.000229305
11/6/2015 0:00,0,12248,0
11/7/2015 0:00,0,5583,0
11/8/2015 0:00,1,5769,0.00017334
11/9/2015 0:00,0,11890,0
11/10/2015 0:00,0,12975,0
11/11/2015 0:00,0,11941,0
11/12/2015 0:00,0,12534,0
11/13/2015 0:00,1,12401,8.06E-05
11/14/2015 0:00,0,6585,0
11/15/2015 0:00,1,6818,0.000146671
11/16/2015 0:00,3,12347,0.000242974
11/17/2015 0:00,1,12614,7.93E-05
11/18/2015 0:00,1,12334,8.11E-05
11/19/2015 0:00,1,13451,7.43E-05
11/20/2015 0:00,0,11709,0
11/21/2015 0:00,0,5783,0
11/22/2015 0:00,1,6104,0.000163827
11/23/2015 0:00,1,11738,8.52E-05
11/24/2015 0:00,1,12119,8.25E-05
11/25/2015 0:00,3,10693,0.000280557
11/26/2015 0:00,0,6393,0
11/27/2015 0:00,0,7645,0
11/28/2015 0:00,0,5262,0
11/29/2015 0:00,0,6001,0
11/30/2015 0:00,0,11959,0
12/1/2015 0:00,0,11856,0
12/2/2015 0:00,1,12266,8.15E-05
12/3/2015 0:00,2,12787,0.000156409
12/4/2015 0:00,0,11168,0
12/5/2015 0:00,0,5597,0
12/6/2015 0:00,0,6415,0
12/7/2015 0:00,3,11920,0.000251678
12/8/2015 0:00,1,12186,8.21E-05
12/9/2015 0:00,3,12465,0.000240674
12/10/2015 0:00,1,12538,7.98E-05
12/11/2015 0:00,2,11345,0.000176289
12/12/2015 0:00,0,5775,0
12/13/2015 0:00,0,5679,0
12/14/2015 0:00,0,11236,0
12/15/2015 0:00,7,12664,0.000552748
12/16/2015 0:00,4,12561,0.000318446
12/17/2015 0:00,2,12041,0.000166099
12/18/2015 0:00,2,11039,0.000181176
12/19/2015 0:00,2,5436,0.000367918
12/20/2015 0:00,0,5765,0
12/21/2015 0:00,0,10630,0
12/22/2015 0:00,1,10492,9.53E-05
12/23/2015 0:00,1,9949,0.000100513
12/24/2015 0:00,0,6664,0
12/25/2015 0:00,1,3946,0.000253421
12/26/2015 0:00,0,4477,0
12/27/2015 0:00,0,4932,0
12/28/2015 0:00,2,9005,0.000222099
12/29/2015 0:00,5,9371,0.000533561
12/30/2015 0:00,5,9371,0.000533561
12/31/2015 0:00,1,8622,0.000115982
1/1/2016 0:00,1,4866,0.000205508
1/2/2016 0:00,1,4426,0.000225938
1/3/2016 0:00,1,5133,0.000194818
1/4/2016 0:00,4,11226,0.000356316
1/5/2016 0:00,8,11759,0.00068033
1/6/2016 0:00,2,12506,0.000159923
1/7/2016 0:00,14,12342,0.001134338
1/8/2016 0:00,6,11349,0.000528681
1/9/2016 0:00,6,5711,0.001050604
1/10/2016 0:00,1,6041,0.000165536
1/11/2016 0:00,7,12141,0.000576559
1/12/2016 0:00,13,12497,0.00104025
1/13/2016 0:00,25,12275,0.00203666
1/14/2016 0:00,20,12716,0.001572822
1/15/2016 0:00,26,11933,0.002178832
1/16/2016 0:00,33,5701,0.005788458
1/17/2016 0:00,13,5888,0.00220788
1/18/2016 0:00,32,8751,0.003656725
1/19/2016 0:00,72,12084,0.005958292
1/20/2016 0:00,111,12071,0.009195593
1/21/2016 0:00,108,12469,0.00866148
1/22/2016 0:00,77,11780,0.006536503
1/23/2016 0:00,26,5904,0.004403794
1/24/2016 0:00,16,5717,0.002798671
1/25/2016 0:00,63,11684,0.005391989
1/26/2016 0:00,56,12239,0.004575537
1/27/2016 0:00,59,13019,0.004531838
1/28/2016 0:00,57,13597,0.004192101
1/29/2016 0:00,49,11696,0.004189466
1/30/2016 0:00,28,6203,0.004513945
1/31/2016 0:00,8,5879,0.001360776
2/1/2016 0:00,36,12142,0.002964915
2/2/2016 0:00,62,12538,0.004944967
2/3/2016 0:00,51,12716,0.004010695
2/4/2016 0:00,58,13208,0.004391278
2/5/2016 0:00,29,12119,0.002392937
2/6/2016 0:00,9,6304,0.001427665
2/7/2016 0:00,20,6022,0.003321156
2/8/2016 0:00,26,11507,0.002259494
2/9/2016 0:00,41,12186,0.003364517
2/10/2016 0:00,25,12451,0.002007871
2/11/2016 0:00,12,13385,0.000896526
2/12/2016 0:00,28,11667,0.002399931
2/13/2016 0:00,6,6205,0.000966962
2/14/2016 0:00,3,5413,0.000554221
2/15/2016 0:00,10,8836,0.001131734
2/16/2016 0:00,20,11954,0.00167308
2/17/2016 0:00,10,12067,0.000828706
2/18/2016 0:00,22,12664,0.001737208
2/19/2016 0:00,15,11692,0.001282928
2/20/2016 0:00,6,5941,0.001009931
2/21/2016 0:00,7,5751,0.00121718
2/22/2016 0:00,10,11539,0.000866626
2/23/2016 0:00,14,12128,0.001154354
2/24/2016 0:00,9,12492,0.000720461
2/25/2016 0:00,20,12926,0.001547269
2/26/2016 0:00,30,12115,0.002476269
2/27/2016 0:00,14,6148,0.002277163
2/28/2016 0:00,8,6390,0.001251956
2/29/2016 0:00,20,12355,0.001618778
3/1/2016 0:00,18,12725,0.001414538
3/2/2016 0:00,16,12303,0.001300496
3/3/2016 0:00,35,13456,0.00260107
3/4/2016 0:00,45,12033,0.003739716
3/5/2016 0:00,12,5824,0.00206044
3/6/2016 0:00,58,6180,0.009385113
3/7/2016 0:00,67,10143,0.006605541
3/8/2016 0:00,18,10392,0.001732102
3/9/2016 0:00,16,11066,0.00144587
3/10/2016 0:00,5,11075,0.000451467
3/11/2016 0:00,21,10020,0.002095808
3/12/2016 0:00,9,4881,0.001843884
3/13/2016 0:00,5,4965,0.001007049
3/14/2016 0:00,10,9939,0.001006137
3/15/2016 0:00,43,11503,0.003738155
3/16/2016 0:00,21,10974,0.001913614
3/17/2016 0:00,74,11183,0.006617187
3/18/2016 0:00,12,9574,0.001253395
3/19/2016 0:00,5,4490,0.001113586
3/20/2016 0:00,1,4950,0.00020202
3/21/2016 0:00,22,10425,0.002110312
3/22/2016 0:00,5,10163,0.000491981
3/23/2016 0:00,21,10290,0.002040816
3/24/2016 0:00,14,10671,0.001311967
3/25/2016 0:00,11,8143,0.001350853
3/26/2016 0:00,1,4206,0.000237756
3/27/2016 0:00,1,4266,0.000234412
3/28/2016 0:00,7,8786,0.000796722
3/29/2016 0:00,9,10199,0.000882439
3/30/2016 0:00,13,10474,0.001241169
3/31/2016 0:00,12,10656,0.001126126
4/1/2016 0:00,5,9646,0.00051835
4/2/2016 0:00,4,4345,0.000920598
4/3/2016 0:00,1,4980,0.000200803
4/4/2016 0:00,6,10005,0.0005997
4/5/2016 0:00,7,10838,0.000645876
4/6/2016 0:00,11,10682,0.00102977
4/7/2016 0:00,8,10690,0.000748363
4/8/2016 0:00,3,10065,0.000298063
4/9/2016 0:00,2,4741,0.000421852
4/10/2016 0:00,2,5011,0.000399122
4/11/2016 0:00,11,9909,0.001110102
4/12/2016 0:00,16,10623,0.001506166
4/13/2016 0:00,13,10928,0.001189605
