,ba-m,simple-spread-chance,citizen-citizen-influence,citizen-media-influence,organizing-capacity,flint-organizing-strategy,threshold
1821,10,0.01,0.05,0.75,5,high-degree-citizens,0
1822,10,0.01,0.05,0.75,5,high-degree-media,0
1823,10,0.01,0.05,0.75,5,neighbors-of-neighbors,0
1824,10,0.01,0.1,0.01,1,high-degree-cit-and-media,0
1825,10,0.01,0.1,0.01,1,high-degree-citizens,0
1826,10,0.01,0.1,0.01,1,high-degree-media,0
1827,10,0.01,0.1,0.01,1,neighbors-of-neighbors,0
1828,10,0.01,0.1,0.01,5,high-degree-cit-and-media,0
1829,10,0.01,0.1,0.01,5,high-degree-citizens,0
1830,10,0.01,0.1,0.01,5,high-degree-media,0
1831,10,0.01,0.1,0.01,5,neighbors-of-neighbors,0
1832,10,0.01,0.1,0.05,1,high-degree-cit-and-media,0
1833,10,0.01,0.1,0.05,1,high-degree-citizens,0
1834,10,0.01,0.1,0.05,1,high-degree-media,0
1835,10,0.01,0.1,0.05,1,neighbors-of-neighbors,0
1836,10,0.01,0.1,0.05,5,high-degree-cit-and-media,0
1837,10,0.01,0.1,0.05,5,high-degree-citizens,0
1838,10,0.01,0.1,0.05,5,high-degree-media,0
1839,10,0.01,0.1,0.05,5,neighbors-of-neighbors,0
1840,10,0.01,0.1,0.1,1,high-degree-cit-and-media,0
1841,10,0.01,0.1,0.1,1,high-degree-citizens,0
1842,10,0.01,0.1,0.1,1,high-degree-media,0
1843,10,0.01,0.1,0.1,1,neighbors-of-neighbors,0
1844,10,0.01,0.1,0.1,5,high-degree-cit-and-media,0
1845,10,0.01,0.1,0.1,5,high-degree-citizens,0
1846,10,0.01,0.1,0.1,5,high-degree-media,0
1847,10,0.01,0.1,0.1,5,neighbors-of-neighbors,0
1848,10,0.01,0.1,0.25,1,high-degree-cit-and-media,0
1849,10,0.01,0.1,0.25,1,high-degree-citizens,0
1850,10,0.01,0.1,0.25,1,high-degree-media,0
1851,10,0.01,0.1,0.25,1,neighbors-of-neighbors,0
1852,10,0.01,0.1,0.25,5,high-degree-cit-and-media,0
1853,10,0.01,0.1,0.25,5,high-degree-citizens,0
1854,10,0.01,0.1,0.25,5,high-degree-media,0
1855,10,0.01,0.1,0.25,5,neighbors-of-neighbors,0
1856,10,0.01,0.1,0.5,1,high-degree-cit-and-media,0
1857,10,0.01,0.1,0.5,1,high-degree-citizens,0
1858,10,0.01,0.1,0.5,1,high-degree-media,0
1859,10,0.01,0.1,0.5,1,neighbors-of-neighbors,0
1860,10,0.01,0.1,0.5,5,high-degree-cit-and-media,0
1861,10,0.01,0.1,0.5,5,high-degree-citizens,0
1862,10,0.01,0.1,0.5,5,high-degree-media,0
1863,10,0.01,0.1,0.5,5,neighbors-of-neighbors,0
1864,10,0.01,0.1,0.75,1,high-degree-cit-and-media,0
1865,10,0.01,0.1,0.75,1,high-degree-citizens,0
1866,10,0.01,0.1,0.75,1,high-degree-media,0
1867,10,0.01,0.1,0.75,1,neighbors-of-neighbors,0
1868,10,0.01,0.1,0.75,5,high-degree-cit-and-media,0
1869,10,0.01,0.1,0.75,5,high-degree-citizens,0
1870,10,0.01,0.1,0.75,5,high-degree-media,0
1871,10,0.01,0.1,0.75,5,neighbors-of-neighbors,0
1872,10,0.01,0.25,0.01,1,high-degree-cit-and-media,0
1873,10,0.01,0.25,0.01,1,high-degree-citizens,0
1874,10,0.01,0.25,0.01,1,high-degree-media,0
1875,10,0.01,0.25,0.01,1,neighbors-of-neighbors,0
1876,10,0.01,0.25,0.01,5,high-degree-cit-and-media,0
1877,10,0.01,0.25,0.01,5,high-degree-citizens,0
1878,10,0.01,0.25,0.01,5,high-degree-media,0
1879,10,0.01,0.25,0.01,5,neighbors-of-neighbors,0
1880,10,0.01,0.25,0.05,1,high-degree-cit-and-media,0
1881,10,0.01,0.25,0.05,1,high-degree-citizens,0
1882,10,0.01,0.25,0.05,1,high-degree-media,0
1883,10,0.01,0.25,0.05,1,neighbors-of-neighbors,0
1884,10,0.01,0.25,0.05,5,high-degree-cit-and-media,0
1885,10,0.01,0.25,0.05,5,high-degree-citizens,0
1886,10,0.01,0.25,0.05,5,high-degree-media,0
1887,10,0.01,0.25,0.05,5,neighbors-of-neighbors,0
1888,10,0.01,0.25,0.1,1,high-degree-cit-and-media,0
1889,10,0.01,0.25,0.1,1,high-degree-citizens,0
1890,10,0.01,0.25,0.1,1,high-degree-media,0
1891,10,0.01,0.25,0.1,1,neighbors-of-neighbors,0
1892,10,0.01,0.25,0.1,5,high-degree-cit-and-media,0
1893,10,0.01,0.25,0.1,5,high-degree-citizens,0
1894,10,0.01,0.25,0.1,5,high-degree-media,0
1895,10,0.01,0.25,0.1,5,neighbors-of-neighbors,0
1896,10,0.01,0.25,0.25,1,high-degree-cit-and-media,0
1897,10,0.01,0.25,0.25,1,high-degree-citizens,0
1898,10,0.01,0.25,0.25,1,high-degree-media,0
1899,10,0.01,0.25,0.25,1,neighbors-of-neighbors,0
1900,10,0.01,0.25,0.25,5,high-degree-cit-and-media,0
1901,10,0.01,0.25,0.25,5,high-degree-citizens,0
1902,10,0.01,0.25,0.25,5,high-degree-media,0
1903,10,0.01,0.25,0.25,5,neighbors-of-neighbors,0
1904,10,0.01,0.25,0.5,1,high-degree-cit-and-media,0
1905,10,0.01,0.25,0.5,1,high-degree-citizens,0
1906,10,0.01,0.25,0.5,1,high-degree-media,0
1907,10,0.01,0.25,0.5,1,neighbors-of-neighbors,0
1908,10,0.01,0.25,0.5,5,high-degree-cit-and-media,0
1909,10,0.01,0.25,0.5,5,high-degree-citizens,0
1910,10,0.01,0.25,0.5,5,high-degree-media,0
1911,10,0.01,0.25,0.5,5,neighbors-of-neighbors,0
1912,10,0.01,0.25,0.75,1,high-degree-cit-and-media,0
1913,10,0.01,0.25,0.75,1,high-degree-citizens,0
1914,10,0.01,0.25,0.75,1,high-degree-media,0
1915,10,0.01,0.25,0.75,1,neighbors-of-neighbors,0
1916,10,0.01,0.25,0.75,5,high-degree-cit-and-media,0
1917,10,0.01,0.25,0.75,5,high-degree-citizens,0
1918,10,0.01,0.25,0.75,5,high-degree-media,0
1919,10,0.01,0.25,0.75,5,neighbors-of-neighbors,0
1920,10,0.01,0.5,0.01,1,high-degree-cit-and-media,0
1921,10,0.01,0.5,0.01,1,high-degree-citizens,0
1922,10,0.01,0.5,0.01,1,high-degree-media,0
1923,10,0.01,0.5,0.01,1,neighbors-of-neighbors,0
1924,10,0.01,0.5,0.01,5,high-degree-cit-and-media,0
1925,10,0.01,0.5,0.01,5,high-degree-citizens,0
1926,10,0.01,0.5,0.01,5,high-degree-media,0
1927,10,0.01,0.5,0.01,5,neighbors-of-neighbors,0
1928,10,0.01,0.5,0.05,1,high-degree-cit-and-media,0
1929,10,0.01,0.5,0.05,1,high-degree-citizens,0
1930,10,0.01,0.5,0.05,1,high-degree-media,0
1931,10,0.01,0.5,0.05,1,neighbors-of-neighbors,0
1932,10,0.01,0.5,0.05,5,high-degree-cit-and-media,0
1933,10,0.01,0.5,0.05,5,high-degree-citizens,0
1934,10,0.01,0.5,0.05,5,high-degree-media,0
1935,10,0.01,0.5,0.05,5,neighbors-of-neighbors,0
1936,10,0.01,0.5,0.1,1,high-degree-cit-and-media,0
1937,10,0.01,0.5,0.1,1,high-degree-citizens,0
1938,10,0.01,0.5,0.1,1,high-degree-media,0
1939,10,0.01,0.5,0.1,1,neighbors-of-neighbors,0
1940,10,0.01,0.5,0.1,5,high-degree-cit-and-media,0
1941,10,0.01,0.5,0.1,5,high-degree-citizens,0
1942,10,0.01,0.5,0.1,5,high-degree-media,0
1943,10,0.01,0.5,0.1,5,neighbors-of-neighbors,0
1944,10,0.01,0.5,0.25,1,high-degree-cit-and-media,0
1945,10,0.01,0.5,0.25,1,high-degree-citizens,0
1946,10,0.01,0.5,0.25,1,high-degree-media,0
1947,10,0.01,0.5,0.25,1,neighbors-of-neighbors,0
1948,10,0.01,0.5,0.25,5,high-degree-cit-and-media,0
1949,10,0.01,0.5,0.25,5,high-degree-citizens,0
1950,10,0.01,0.5,0.25,5,high-degree-media,0
1951,10,0.01,0.5,0.25,5,neighbors-of-neighbors,0
1952,10,0.01,0.5,0.5,1,high-degree-cit-and-media,0
1953,10,0.01,0.5,0.5,1,high-degree-citizens,0
1954,10,0.01,0.5,0.5,1,high-degree-media,0
1955,10,0.01,0.5,0.5,1,neighbors-of-neighbors,0
1956,10,0.01,0.5,0.5,5,high-degree-cit-and-media,0
1957,10,0.01,0.5,0.5,5,high-degree-citizens,0
1958,10,0.01,0.5,0.5,5,high-degree-media,0
1959,10,0.01,0.5,0.5,5,neighbors-of-neighbors,0
1960,10,0.01,0.5,0.75,1,high-degree-cit-and-media,0
1961,10,0.01,0.5,0.75,1,high-degree-citizens,0
1962,10,0.01,0.5,0.75,1,high-degree-media,0
1963,10,0.01,0.5,0.75,1,neighbors-of-neighbors,0
1964,10,0.01,0.5,0.75,5,high-degree-cit-and-media,0
1965,10,0.01,0.5,0.75,5,high-degree-citizens,0
1966,10,0.01,0.5,0.75,5,high-degree-media,0
1967,10,0.01,0.5,0.75,5,neighbors-of-neighbors,0
1968,10,0.01,0.75,0.01,1,high-degree-cit-and-media,0
1969,10,0.01,0.75,0.01,1,high-degree-citizens,0
1970,10,0.01,0.75,0.01,1,high-degree-media,0
1971,10,0.01,0.75,0.01,1,neighbors-of-neighbors,0
1972,10,0.01,0.75,0.01,5,high-degree-cit-and-media,0
1973,10,0.01,0.75,0.01,5,high-degree-citizens,0
1974,10,0.01,0.75,0.01,5,high-degree-media,0
1975,10,0.01,0.75,0.01,5,neighbors-of-neighbors,0
1976,10,0.01,0.75,0.05,1,high-degree-cit-and-media,0
1977,10,0.01,0.75,0.05,1,high-degree-citizens,0
1978,10,0.01,0.75,0.05,1,high-degree-media,0
1979,10,0.01,0.75,0.05,1,neighbors-of-neighbors,0
1980,10,0.01,0.75,0.05,5,high-degree-cit-and-media,0
1981,10,0.01,0.75,0.05,5,high-degree-citizens,0
1982,10,0.01,0.75,0.05,5,high-degree-media,0
1983,10,0.01,0.75,0.05,5,neighbors-of-neighbors,0
1984,10,0.01,0.75,0.1,1,high-degree-cit-and-media,0
1985,10,0.01,0.75,0.1,1,high-degree-citizens,0
1986,10,0.01,0.75,0.1,1,high-degree-media,0
1987,10,0.01,0.75,0.1,1,neighbors-of-neighbors,0
1988,10,0.01,0.75,0.1,5,high-degree-cit-and-media,0
1989,10,0.01,0.75,0.1,5,high-degree-citizens,0
1990,10,0.01,0.75,0.1,5,high-degree-media,0
1991,10,0.01,0.75,0.1,5,neighbors-of-neighbors,0
1992,10,0.01,0.75,0.25,1,high-degree-cit-and-media,0
1993,10,0.01,0.75,0.25,1,high-degree-citizens,0
1994,10,0.01,0.75,0.25,1,high-degree-media,0
1995,10,0.01,0.75,0.25,1,neighbors-of-neighbors,0
1996,10,0.01,0.75,0.25,5,high-degree-cit-and-media,0
1997,10,0.01,0.75,0.25,5,high-degree-citizens,0
1998,10,0.01,0.75,0.25,5,high-degree-media,0
1999,10,0.01,0.75,0.25,5,neighbors-of-neighbors,0
2000,10,0.01,0.75,0.5,1,high-degree-cit-and-media,0
2001,10,0.01,0.75,0.5,1,high-degree-citizens,0
2002,10,0.01,0.75,0.5,1,high-degree-media,0
2003,10,0.01,0.75,0.5,1,neighbors-of-neighbors,0
2004,10,0.01,0.75,0.5,5,high-degree-cit-and-media,0
2005,10,0.01,0.75,0.5,5,high-degree-citizens,0
2006,10,0.01,0.75,0.5,5,high-degree-media,0
2007,10,0.01,0.75,0.5,5,neighbors-of-neighbors,0
2008,10,0.01,0.75,0.75,1,high-degree-cit-and-media,0
2009,10,0.01,0.75,0.75,1,high-degree-citizens,0
2010,10,0.01,0.75,0.75,1,high-degree-media,0
2011,10,0.01,0.75,0.75,1,neighbors-of-neighbors,0
2012,10,0.01,0.75,0.75,5,high-degree-cit-and-media,0
2013,10,0.01,0.75,0.75,5,high-degree-citizens,0
2014,10,0.01,0.75,0.75,5,high-degree-media,0
2015,10,0.01,0.75,0.75,5,neighbors-of-neighbors,0
2016,10,0.05,0.01,0.01,1,high-degree-cit-and-media,0
2017,10,0.05,0.01,0.01,1,high-degree-citizens,0
2018,10,0.05,0.01,0.01,1,high-degree-media,0
2019,10,0.05,0.01,0.01,1,neighbors-of-neighbors,0
2020,10,0.05,0.01,0.01,5,high-degree-cit-and-media,0
2021,10,0.05,0.01,0.01,5,high-degree-citizens,0
2022,10,0.05,0.01,0.01,5,high-degree-media,0
2023,10,0.05,0.01,0.01,5,neighbors-of-neighbors,0
2024,10,0.05,0.01,0.05,1,high-degree-cit-and-media,0
2025,10,0.05,0.01,0.05,1,high-degree-citizens,0
2026,10,0.05,0.01,0.05,1,high-degree-media,0
2027,10,0.05,0.01,0.05,1,neighbors-of-neighbors,0
2028,10,0.05,0.01,0.05,5,high-degree-cit-and-media,0
2029,10,0.05,0.01,0.05,5,high-degree-citizens,0
2030,10,0.05,0.01,0.05,5,high-degree-media,0
2031,10,0.05,0.01,0.05,5,neighbors-of-neighbors,0
2032,10,0.05,0.01,0.1,1,high-degree-cit-and-media,0
2033,10,0.05,0.01,0.1,1,high-degree-citizens,0
2034,10,0.05,0.01,0.1,1,high-degree-media,0
2035,10,0.05,0.01,0.1,1,neighbors-of-neighbors,0
2036,10,0.05,0.01,0.1,5,high-degree-cit-and-media,0
2037,10,0.05,0.01,0.1,5,high-degree-citizens,0
2038,10,0.05,0.01,0.1,5,high-degree-media,0
2039,10,0.05,0.01,0.1,5,neighbors-of-neighbors,0
2040,10,0.05,0.01,0.25,1,high-degree-cit-and-media,0
2041,10,0.05,0.01,0.25,1,high-degree-citizens,0
2042,10,0.05,0.01,0.25,1,high-degree-media,0
2043,10,0.05,0.01,0.25,1,neighbors-of-neighbors,0
2044,10,0.05,0.01,0.25,5,high-degree-cit-and-media,0
2045,10,0.05,0.01,0.25,5,high-degree-citizens,0
2046,10,0.05,0.01,0.25,5,high-degree-media,0
2047,10,0.05,0.01,0.25,5,neighbors-of-neighbors,0
2048,10,0.05,0.01,0.5,1,high-degree-cit-and-media,0
2049,10,0.05,0.01,0.5,1,high-degree-citizens,0
2050,10,0.05,0.01,0.5,1,high-degree-media,1
2051,10,0.05,0.01,0.5,1,neighbors-of-neighbors,0
2052,10,0.05,0.01,0.5,5,high-degree-cit-and-media,0
2053,10,0.05,0.01,0.5,5,high-degree-citizens,0
2054,10,0.05,0.01,0.5,5,high-degree-media,16
2055,10,0.05,0.01,0.5,5,neighbors-of-neighbors,0
2056,10,0.05,0.01,0.75,1,high-degree-cit-and-media,1
2057,10,0.05,0.01,0.75,1,high-degree-citizens,2
2058,10,0.05,0.01,0.75,1,high-degree-media,9
2059,10,0.05,0.01,0.75,1,neighbors-of-neighbors,0
2060,10,0.05,0.01,0.75,5,high-degree-cit-and-media,0
2061,10,0.05,0.01,0.75,5,high-degree-citizens,1
2062,10,0.05,0.01,0.75,5,high-degree-media,25
2063,10,0.05,0.01,0.75,5,neighbors-of-neighbors,0
2064,10,0.05,0.05,0.01,1,high-degree-cit-and-media,0
2065,10,0.05,0.05,0.01,1,high-degree-citizens,0
2066,10,0.05,0.05,0.01,1,high-degree-media,0
2067,10,0.05,0.05,0.01,1,neighbors-of-neighbors,0
2068,10,0.05,0.05,0.01,5,high-degree-cit-and-media,0
2069,10,0.05,0.05,0.01,5,high-degree-citizens,0
2070,10,0.05,0.05,0.01,5,high-degree-media,0
2071,10,0.05,0.05,0.01,5,neighbors-of-neighbors,0
2072,10,0.05,0.05,0.05,1,high-degree-cit-and-media,0
2073,10,0.05,0.05,0.05,1,high-degree-citizens,0
2074,10,0.05,0.05,0.05,1,high-degree-media,0
2075,10,0.05,0.05,0.05,1,neighbors-of-neighbors,0
2076,10,0.05,0.05,0.05,5,high-degree-cit-and-media,0
2077,10,0.05,0.05,0.05,5,high-degree-citizens,0
2078,10,0.05,0.05,0.05,5,high-degree-media,0
2079,10,0.05,0.05,0.05,5,neighbors-of-neighbors,0
2080,10,0.05,0.05,0.1,1,high-degree-cit-and-media,0
2081,10,0.05,0.05,0.1,1,high-degree-citizens,0
2082,10,0.05,0.05,0.1,1,high-degree-media,0
2083,10,0.05,0.05,0.1,1,neighbors-of-neighbors,0
2084,10,0.05,0.05,0.1,5,high-degree-cit-and-media,0
2085,10,0.05,0.05,0.1,5,high-degree-citizens,0
2086,10,0.05,0.05,0.1,5,high-degree-media,0
2087,10,0.05,0.05,0.1,5,neighbors-of-neighbors,0
2088,10,0.05,0.05,0.25,1,high-degree-cit-and-media,0
2089,10,0.05,0.05,0.25,1,high-degree-citizens,0
2090,10,0.05,0.05,0.25,1,high-degree-media,0
2091,10,0.05,0.05,0.25,1,neighbors-of-neighbors,0
2092,10,0.05,0.05,0.25,5,high-degree-cit-and-media,0
2093,10,0.05,0.05,0.25,5,high-degree-citizens,0
2094,10,0.05,0.05,0.25,5,high-degree-media,1
2095,10,0.05,0.05,0.25,5,neighbors-of-neighbors,0
2096,10,0.05,0.05,0.5,1,high-degree-cit-and-media,4
2097,10,0.05,0.05,0.5,1,high-degree-citizens,4
2098,10,0.05,0.05,0.5,1,high-degree-media,5
2099,10,0.05,0.05,0.5,1,neighbors-of-neighbors,4
2100,10,0.05,0.05,0.5,5,high-degree-cit-and-media,13
2101,10,0.05,0.05,0.5,5,high-degree-citizens,2
2102,10,0.05,0.05,0.5,5,high-degree-media,18
2103,10,0.05,0.05,0.5,5,neighbors-of-neighbors,5
2104,10,0.05,0.05,0.75,1,high-degree-cit-and-media,13
2105,10,0.05,0.05,0.75,1,high-degree-citizens,10
2106,10,0.05,0.05,0.75,1,high-degree-media,22
2107,10,0.05,0.05,0.75,1,neighbors-of-neighbors,11
2108,10,0.05,0.05,0.75,5,high-degree-cit-and-media,11
2109,10,0.05,0.05,0.75,5,high-degree-citizens,9
2110,10,0.05,0.05,0.75,5,high-degree-media,27
2111,10,0.05,0.05,0.75,5,neighbors-of-neighbors,12
2112,10,0.05,0.1,0.01,1,high-degree-cit-and-media,0
2113,10,0.05,0.1,0.01,1,high-degree-citizens,0
2114,10,0.05,0.1,0.01,1,high-degree-media,0
2115,10,0.05,0.1,0.01,1,neighbors-of-neighbors,0
2116,10,0.05,0.1,0.01,5,high-degree-cit-and-media,0
2117,10,0.05,0.1,0.01,5,high-degree-citizens,0
2118,10,0.05,0.1,0.01,5,high-degree-media,0
2119,10,0.05,0.1,0.01,5,neighbors-of-neighbors,0
2120,10,0.05,0.1,0.05,1,high-degree-cit-and-media,0
2121,10,0.05,0.1,0.05,1,high-degree-citizens,0
2122,10,0.05,0.1,0.05,1,high-degree-media,0
2123,10,0.05,0.1,0.05,1,neighbors-of-neighbors,0
2124,10,0.05,0.1,0.05,5,high-degree-cit-and-media,0
2125,10,0.05,0.1,0.05,5,high-degree-citizens,0
2126,10,0.05,0.1,0.05,5,high-degree-media,0
2127,10,0.05,0.1,0.05,5,neighbors-of-neighbors,0
2128,10,0.05,0.1,0.1,1,high-degree-cit-and-media,0
2129,10,0.05,0.1,0.1,1,high-degree-citizens,0
2130,10,0.05,0.1,0.1,1,high-degree-media,0
2131,10,0.05,0.1,0.1,1,neighbors-of-neighbors,0
2132,10,0.05,0.1,0.1,5,high-degree-cit-and-media,0
2133,10,0.05,0.1,0.1,5,high-degree-citizens,0
2134,10,0.05,0.1,0.1,5,high-degree-media,0
2135,10,0.05,0.1,0.1,5,neighbors-of-neighbors,0
2136,10,0.05,0.1,0.25,1,high-degree-cit-and-media,2
2137,10,0.05,0.1,0.25,1,high-degree-citizens,2
2138,10,0.05,0.1,0.25,1,high-degree-media,4
2139,10,0.05,0.1,0.25,1,neighbors-of-neighbors,3
2140,10,0.05,0.1,0.25,5,high-degree-cit-and-media,3
2141,10,0.05,0.1,0.25,5,high-degree-citizens,3
2142,10,0.05,0.1,0.25,5,high-degree-media,8
2143,10,0.05,0.1,0.25,5,neighbors-of-neighbors,1
2144,10,0.05,0.1,0.5,1,high-degree-cit-and-media,16
2145,10,0.05,0.1,0.5,1,high-degree-citizens,14
2146,10,0.05,0.1,0.5,1,high-degree-media,17
2147,10,0.05,0.1,0.5,1,neighbors-of-neighbors,16
2148,10,0.05,0.1,0.5,5,high-degree-cit-and-media,15
2149,10,0.05,0.1,0.5,5,high-degree-citizens,13
2150,10,0.05,0.1,0.5,5,high-degree-media,27
2151,10,0.05,0.1,0.5,5,neighbors-of-neighbors,17
2152,10,0.05,0.1,0.75,1,high-degree-cit-and-media,28
2153,10,0.05,0.1,0.75,1,high-degree-citizens,23
2154,10,0.05,0.1,0.75,1,high-degree-media,30
2155,10,0.05,0.1,0.75,1,neighbors-of-neighbors,25
2156,10,0.05,0.1,0.75,5,high-degree-cit-and-media,27
2157,10,0.05,0.1,0.75,5,high-degree-citizens,23
2158,10,0.05,0.1,0.75,5,high-degree-media,30
2159,10,0.05,0.1,0.75,5,neighbors-of-neighbors,21
2160,10,0.05,0.25,0.01,1,high-degree-cit-and-media,0
2161,10,0.05,0.25,0.01,1,high-degree-citizens,0
2162,10,0.05,0.25,0.01,1,high-degree-media,0
2163,10,0.05,0.25,0.01,1,neighbors-of-neighbors,0
2164,10,0.05,0.25,0.01,5,high-degree-cit-and-media,0
2165,10,0.05,0.25,0.01,5,high-degree-citizens,0
2166,10,0.05,0.25,0.01,5,high-degree-media,0
2167,10,0.05,0.25,0.01,5,neighbors-of-neighbors,0
2168,10,0.05,0.25,0.05,1,high-degree-cit-and-media,3
2169,10,0.05,0.25,0.05,1,high-degree-citizens,1
2170,10,0.05,0.25,0.05,1,high-degree-media,1
2171,10,0.05,0.25,0.05,1,neighbors-of-neighbors,2
2172,10,0.05,0.25,0.05,5,high-degree-cit-and-media,6
2173,10,0.05,0.25,0.05,5,high-degree-citizens,4
2174,10,0.05,0.25,0.05,5,high-degree-media,2
2175,10,0.05,0.25,0.05,5,neighbors-of-neighbors,2
2176,10,0.05,0.25,0.1,1,high-degree-cit-and-media,15
2177,10,0.05,0.25,0.1,1,high-degree-citizens,8
2178,10,0.05,0.25,0.1,1,high-degree-media,8
2179,10,0.05,0.25,0.1,1,neighbors-of-neighbors,13
2180,10,0.05,0.25,0.1,5,high-degree-cit-and-media,17
2181,10,0.05,0.25,0.1,5,high-degree-citizens,10
2182,10,0.05,0.25,0.1,5,high-degree-media,4
2183,10,0.05,0.25,0.1,5,neighbors-of-neighbors,11
2184,10,0.05,0.25,0.25,1,high-degree-cit-and-media,26
2185,10,0.05,0.25,0.25,1,high-degree-citizens,23
2186,10,0.05,0.25,0.25,1,high-degree-media,25
2187,10,0.05,0.25,0.25,1,neighbors-of-neighbors,18
2188,10,0.05,0.25,0.25,5,high-degree-cit-and-media,24
2189,10,0.05,0.25,0.25,5,high-degree-citizens,27
2190,10,0.05,0.25,0.25,5,high-degree-media,23
2191,10,0.05,0.25,0.25,5,neighbors-of-neighbors,28
2192,10,0.05,0.25,0.5,1,high-degree-cit-and-media,30
2193,10,0.05,0.25,0.5,1,high-degree-citizens,27
2194,10,0.05,0.25,0.5,1,high-degree-media,30
2195,10,0.05,0.25,0.5,1,neighbors-of-neighbors,29
2196,10,0.05,0.25,0.5,5,high-degree-cit-and-media,29
2197,10,0.05,0.25,0.5,5,high-degree-citizens,29
2198,10,0.05,0.25,0.5,5,high-degree-media,30
2199,10,0.05,0.25,0.5,5,neighbors-of-neighbors,30
2200,10,0.05,0.25,0.75,1,high-degree-cit-and-media,30
2201,10,0.05,0.25,0.75,1,high-degree-citizens,30
2202,10,0.05,0.25,0.75,1,high-degree-media,30
2203,10,0.05,0.25,0.75,1,neighbors-of-neighbors,29
2204,10,0.05,0.25,0.75,5,high-degree-cit-and-media,30
2205,10,0.05,0.25,0.75,5,high-degree-citizens,30
2206,10,0.05,0.25,0.75,5,high-degree-media,30
2207,10,0.05,0.25,0.75,5,neighbors-of-neighbors,30
2208,10,0.05,0.5,0.01,1,high-degree-cit-and-media,29
2209,10,0.05,0.5,0.01,1,high-degree-citizens,24
2210,10,0.05,0.5,0.01,1,high-degree-media,14
2211,10,0.05,0.5,0.01,1,neighbors-of-neighbors,22
2212,10,0.05,0.5,0.01,5,high-degree-cit-and-media,29
2213,10,0.05,0.5,0.01,5,high-degree-citizens,30
2214,10,0.05,0.5,0.01,5,high-degree-media,10
2215,10,0.05,0.5,0.01,5,neighbors-of-neighbors,30
2216,10,0.05,0.5,0.05,1,high-degree-cit-and-media,26
2217,10,0.05,0.5,0.05,1,high-degree-citizens,26
2218,10,0.05,0.5,0.05,1,high-degree-media,13
2219,10,0.05,0.5,0.05,1,neighbors-of-neighbors,24
2220,10,0.05,0.5,0.05,5,high-degree-cit-and-media,30
2221,10,0.05,0.5,0.05,5,high-degree-citizens,30
2222,10,0.05,0.5,0.05,5,high-degree-media,16
2223,10,0.05,0.5,0.05,5,neighbors-of-neighbors,30
2224,10,0.05,0.5,0.1,1,high-degree-cit-and-media,29
2225,10,0.05,0.5,0.1,1,high-degree-citizens,27
2226,10,0.05,0.5,0.1,1,high-degree-media,28
2227,10,0.05,0.5,0.1,1,neighbors-of-neighbors,30
2228,10,0.05,0.5,0.1,5,high-degree-cit-and-media,30
2229,10,0.05,0.5,0.1,5,high-degree-citizens,30
2230,10,0.05,0.5,0.1,5,high-degree-media,24
2231,10,0.05,0.5,0.1,5,neighbors-of-neighbors,30
2232,10,0.05,0.5,0.25,1,high-degree-cit-and-media,29
2233,10,0.05,0.5,0.25,1,high-degree-citizens,29
2234,10,0.05,0.5,0.25,1,high-degree-media,29
2235,10,0.05,0.5,0.25,1,neighbors-of-neighbors,30
2236,10,0.05,0.5,0.25,5,high-degree-cit-and-media,30
2237,10,0.05,0.5,0.25,5,high-degree-citizens,30
2238,10,0.05,0.5,0.25,5,high-degree-media,29
2239,10,0.05,0.5,0.25,5,neighbors-of-neighbors,30
2240,10,0.05,0.5,0.5,1,high-degree-cit-and-media,30
2241,10,0.05,0.5,0.5,1,high-degree-citizens,30
2242,10,0.05,0.5,0.5,1,high-degree-media,29
2243,10,0.05,0.5,0.5,1,neighbors-of-neighbors,30
2244,10,0.05,0.5,0.5,5,high-degree-cit-and-media,30
2245,10,0.05,0.5,0.5,5,high-degree-citizens,30
2246,10,0.05,0.5,0.5,5,high-degree-media,30
2247,10,0.05,0.5,0.5,5,neighbors-of-neighbors,30
2248,10,0.05,0.5,0.75,1,high-degree-cit-and-media,30
2249,10,0.05,0.5,0.75,1,high-degree-citizens,30
2250,10,0.05,0.5,0.75,1,high-degree-media,30
2251,10,0.05,0.5,0.75,1,neighbors-of-neighbors,30
2252,10,0.05,0.5,0.75,5,high-degree-cit-and-media,30
2253,10,0.05,0.5,0.75,5,high-degree-citizens,30
2254,10,0.05,0.5,0.75,5,high-degree-media,30
2255,10,0.05,0.5,0.75,5,neighbors-of-neighbors,30
2256,10,0.05,0.75,0.01,1,high-degree-cit-and-media,30
2257,10,0.05,0.75,0.01,1,high-degree-citizens,29
2258,10,0.05,0.75,0.01,1,high-degree-media,18
2259,10,0.05,0.75,0.01,1,neighbors-of-neighbors,30
2260,10,0.05,0.75,0.01,5,high-degree-cit-and-media,30
2261,10,0.05,0.75,0.01,5,high-degree-citizens,30
2262,10,0.05,0.75,0.01,5,high-degree-media,15
2263,10,0.05,0.75,0.01,5,neighbors-of-neighbors,30
2264,10,0.05,0.75,0.05,1,high-degree-cit-and-media,30
2265,10,0.05,0.75,0.05,1,high-degree-citizens,30
2266,10,0.05,0.75,0.05,1,high-degree-media,24
2267,10,0.05,0.75,0.05,1,neighbors-of-neighbors,30
2268,10,0.05,0.75,0.05,5,high-degree-cit-and-media,30
2269,10,0.05,0.75,0.05,5,high-degree-citizens,30
