,ba-m,simple-spread-chance,citizen-citizen-influence,citizen-media-influence,organizing-capacity,flint-organizing-strategy,threshold
920,3,0.25,0.05,0.05,1,high-degree-cit-and-media,25
921,3,0.25,0.05,0.05,1,high-degree-citizens,23
922,3,0.25,0.05,0.05,1,high-degree-media,26
923,3,0.25,0.05,0.05,1,neighbors-of-neighbors,26
924,3,0.25,0.05,0.05,5,high-degree-cit-and-media,25
925,3,0.25,0.05,0.05,5,high-degree-citizens,25
926,3,0.25,0.05,0.05,5,high-degree-media,28
927,3,0.25,0.05,0.05,5,neighbors-of-neighbors,30
928,3,0.25,0.05,0.1,1,high-degree-cit-and-media,30
929,3,0.25,0.05,0.1,1,high-degree-citizens,29
930,3,0.25,0.05,0.1,1,high-degree-media,30
931,3,0.25,0.05,0.1,1,neighbors-of-neighbors,30
932,3,0.25,0.05,0.1,5,high-degree-cit-and-media,30
933,3,0.25,0.05,0.1,5,high-degree-citizens,30
934,3,0.25,0.05,0.1,5,high-degree-media,30
935,3,0.25,0.05,0.1,5,neighbors-of-neighbors,30
936,3,0.25,0.05,0.25,1,high-degree-cit-and-media,30
937,3,0.25,0.05,0.25,1,high-degree-citizens,30
938,3,0.25,0.05,0.25,1,high-degree-media,30
939,3,0.25,0.05,0.25,1,neighbors-of-neighbors,30
940,3,0.25,0.05,0.25,5,high-degree-cit-and-media,30
941,3,0.25,0.05,0.25,5,high-degree-citizens,30
942,3,0.25,0.05,0.25,5,high-degree-media,30
943,3,0.25,0.05,0.25,5,neighbors-of-neighbors,30
944,3,0.25,0.05,0.5,1,high-degree-cit-and-media,30
945,3,0.25,0.05,0.5,1,high-degree-citizens,30
946,3,0.25,0.05,0.5,1,high-degree-media,30
947,3,0.25,0.05,0.5,1,neighbors-of-neighbors,30
948,3,0.25,0.05,0.5,5,high-degree-cit-and-media,30
949,3,0.25,0.05,0.5,5,high-degree-citizens,30
950,3,0.25,0.05,0.5,5,high-degree-media,30
951,3,0.25,0.05,0.5,5,neighbors-of-neighbors,30
952,3,0.25,0.05,0.75,1,high-degree-cit-and-media,30
953,3,0.25,0.05,0.75,1,high-degree-citizens,30
954,3,0.25,0.05,0.75,1,high-degree-media,30
955,3,0.25,0.05,0.75,1,neighbors-of-neighbors,30
956,3,0.25,0.05,0.75,5,high-degree-cit-and-media,30
957,3,0.25,0.05,0.75,5,high-degree-citizens,30
958,3,0.25,0.05,0.75,5,high-degree-media,30
959,3,0.25,0.05,0.75,5,neighbors-of-neighbors,30
960,3,0.25,0.1,0.01,1,high-degree-cit-and-media,6
961,3,0.25,0.1,0.01,1,high-degree-citizens,5
962,3,0.25,0.1,0.01,1,high-degree-media,5
963,3,0.25,0.1,0.01,1,neighbors-of-neighbors,1
964,3,0.25,0.1,0.01,5,high-degree-cit-and-media,11
965,3,0.25,0.1,0.01,5,high-degree-citizens,10
966,3,0.25,0.1,0.01,5,high-degree-media,5
967,3,0.25,0.1,0.01,5,neighbors-of-neighbors,9
968,3,0.25,0.1,0.05,1,high-degree-cit-and-media,30
969,3,0.25,0.1,0.05,1,high-degree-citizens,30
970,3,0.25,0.1,0.05,1,high-degree-media,30
971,3,0.25,0.1,0.05,1,neighbors-of-neighbors,30
972,3,0.25,0.1,0.05,5,high-degree-cit-and-media,30
973,3,0.25,0.1,0.05,5,high-degree-citizens,30
974,3,0.25,0.1,0.05,5,high-degree-media,30
975,3,0.25,0.1,0.05,5,neighbors-of-neighbors,30
976,3,0.25,0.1,0.1,1,high-degree-cit-and-media,30
977,3,0.25,0.1,0.1,1,high-degree-citizens,30
978,3,0.25,0.1,0.1,1,high-degree-media,30
979,3,0.25,0.1,0.1,1,neighbors-of-neighbors,30
980,3,0.25,0.1,0.1,5,high-degree-cit-and-media,30
981,3,0.25,0.1,0.1,5,high-degree-citizens,30
982,3,0.25,0.1,0.1,5,high-degree-media,30
983,3,0.25,0.1,0.1,5,neighbors-of-neighbors,30
984,3,0.25,0.1,0.25,1,high-degree-cit-and-media,30
985,3,0.25,0.1,0.25,1,high-degree-citizens,30
986,3,0.25,0.1,0.25,1,high-degree-media,30
987,3,0.25,0.1,0.25,1,neighbors-of-neighbors,30
988,3,0.25,0.1,0.25,5,high-degree-cit-and-media,30
989,3,0.25,0.1,0.25,5,high-degree-citizens,30
990,3,0.25,0.1,0.25,5,high-degree-media,30
991,3,0.25,0.1,0.25,5,neighbors-of-neighbors,30
992,3,0.25,0.1,0.5,1,high-degree-cit-and-media,30
993,3,0.25,0.1,0.5,1,high-degree-citizens,30
994,3,0.25,0.1,0.5,1,high-degree-media,30
995,3,0.25,0.1,0.5,1,neighbors-of-neighbors,30
996,3,0.25,0.1,0.5,5,high-degree-cit-and-media,30
997,3,0.25,0.1,0.5,5,high-degree-citizens,30
998,3,0.25,0.1,0.5,5,high-degree-media,30
999,3,0.25,0.1,0.5,5,neighbors-of-neighbors,30
1000,3,0.25,0.1,0.75,1,high-degree-cit-and-media,30
1001,3,0.25,0.1,0.75,1,high-degree-citizens,30
1002,3,0.25,0.1,0.75,1,high-degree-media,30
1003,3,0.25,0.1,0.75,1,neighbors-of-neighbors,30
1004,3,0.25,0.1,0.75,5,high-degree-cit-and-media,30
1005,3,0.25,0.1,0.75,5,high-degree-citizens,30
1006,3,0.25,0.1,0.75,5,high-degree-media,30
1007,3,0.25,0.1,0.75,5,neighbors-of-neighbors,29
1008,3,0.25,0.25,0.01,1,high-degree-cit-and-media,26
1009,3,0.25,0.25,0.01,1,high-degree-citizens,30
1010,3,0.25,0.25,0.01,1,high-degree-media,25
1011,3,0.25,0.25,0.01,1,neighbors-of-neighbors,29
1012,3,0.25,0.25,0.01,5,high-degree-cit-and-media,29
1013,3,0.25,0.25,0.01,5,high-degree-citizens,30
1014,3,0.25,0.25,0.01,5,high-degree-media,25
1015,3,0.25,0.25,0.01,5,neighbors-of-neighbors,30
1016,3,0.25,0.25,0.05,1,high-degree-cit-and-media,30
1017,3,0.25,0.25,0.05,1,high-degree-citizens,30
1018,3,0.25,0.25,0.05,1,high-degree-media,30
1019,3,0.25,0.25,0.05,1,neighbors-of-neighbors,30
1020,3,0.25,0.25,0.05,5,high-degree-cit-and-media,30
1021,3,0.25,0.25,0.05,5,high-degree-citizens,30
1022,3,0.25,0.25,0.05,5,high-degree-media,30
1023,3,0.25,0.25,0.05,5,neighbors-of-neighbors,30
1024,3,0.25,0.25,0.1,1,high-degree-cit-and-media,30
1025,3,0.25,0.25,0.1,1,high-degree-citizens,30
1026,3,0.25,0.25,0.1,1,high-degree-media,30
1027,3,0.25,0.25,0.1,1,neighbors-of-neighbors,30
1028,3,0.25,0.25,0.1,5,high-degree-cit-and-media,30
1029,3,0.25,0.25,0.1,5,high-degree-citizens,30
1030,3,0.25,0.25,0.1,5,high-degree-media,30
1031,3,0.25,0.25,0.1,5,neighbors-of-neighbors,30
1032,3,0.25,0.25,0.25,1,high-degree-cit-and-media,30
1033,3,0.25,0.25,0.25,1,high-degree-citizens,30
1034,3,0.25,0.25,0.25,1,high-degree-media,30
1035,3,0.25,0.25,0.25,1,neighbors-of-neighbors,30
1036,3,0.25,0.25,0.25,5,high-degree-cit-and-media,30
1037,3,0.25,0.25,0.25,5,high-degree-citizens,30
1038,3,0.25,0.25,0.25,5,high-degree-media,30
1039,3,0.25,0.25,0.25,5,neighbors-of-neighbors,30
1040,3,0.25,0.25,0.5,1,high-degree-cit-and-media,30
1041,3,0.25,0.25,0.5,1,high-degree-citizens,30
1042,3,0.25,0.25,0.5,1,high-degree-media,30
1043,3,0.25,0.25,0.5,1,neighbors-of-neighbors,29
1044,3,0.25,0.25,0.5,5,high-degree-cit-and-media,30
1045,3,0.25,0.25,0.5,5,high-degree-citizens,30
1046,3,0.25,0.25,0.5,5,high-degree-media,30
1047,3,0.25,0.25,0.5,5,neighbors-of-neighbors,30
1048,3,0.25,0.25,0.75,1,high-degree-cit-and-media,30
1049,3,0.25,0.25,0.75,1,high-degree-citizens,30
1050,3,0.25,0.25,0.75,1,high-degree-media,30
1051,3,0.25,0.25,0.75,1,neighbors-of-neighbors,30
1052,3,0.25,0.25,0.75,5,high-degree-cit-and-media,30
1053,3,0.25,0.25,0.75,5,high-degree-citizens,30
1054,3,0.25,0.25,0.75,5,high-degree-media,30
1055,3,0.25,0.25,0.75,5,neighbors-of-neighbors,30
1056,3,0.25,0.5,0.01,1,high-degree-cit-and-media,27
1057,3,0.25,0.5,0.01,1,high-degree-citizens,30
1058,3,0.25,0.5,0.01,1,high-degree-media,30
1059,3,0.25,0.5,0.01,1,neighbors-of-neighbors,26
1060,3,0.25,0.5,0.01,5,high-degree-cit-and-media,30
1061,3,0.25,0.5,0.01,5,high-degree-citizens,30
1062,3,0.25,0.5,0.01,5,high-degree-media,28
1063,3,0.25,0.5,0.01,5,neighbors-of-neighbors,30
1064,3,0.25,0.5,0.05,1,high-degree-cit-and-media,30
1065,3,0.25,0.5,0.05,1,high-degree-citizens,30
1066,3,0.25,0.5,0.05,1,high-degree-media,30
1067,3,0.25,0.5,0.05,1,neighbors-of-neighbors,30
1068,3,0.25,0.5,0.05,5,high-degree-cit-and-media,30
1069,3,0.25,0.5,0.05,5,high-degree-citizens,30
1070,3,0.25,0.5,0.05,5,high-degree-media,30
1071,3,0.25,0.5,0.05,5,neighbors-of-neighbors,30
1072,3,0.25,0.5,0.1,1,high-degree-cit-and-media,30
1073,3,0.25,0.5,0.1,1,high-degree-citizens,30
1074,3,0.25,0.5,0.1,1,high-degree-media,30
1075,3,0.25,0.5,0.1,1,neighbors-of-neighbors,30
1076,3,0.25,0.5,0.1,5,high-degree-cit-and-media,30
1077,3,0.25,0.5,0.1,5,high-degree-citizens,30
1078,3,0.25,0.5,0.1,5,high-degree-media,30
1079,3,0.25,0.5,0.1,5,neighbors-of-neighbors,30
1080,3,0.25,0.5,0.25,1,high-degree-cit-and-media,30
1081,3,0.25,0.5,0.25,1,high-degree-citizens,30
1082,3,0.25,0.5,0.25,1,high-degree-media,30
1083,3,0.25,0.5,0.25,1,neighbors-of-neighbors,30
1084,3,0.25,0.5,0.25,5,high-degree-cit-and-media,30
1085,3,0.25,0.5,0.25,5,high-degree-citizens,30
1086,3,0.25,0.5,0.25,5,high-degree-media,30
1087,3,0.25,0.5,0.25,5,neighbors-of-neighbors,30
1088,3,0.25,0.5,0.5,1,high-degree-cit-and-media,30
1089,3,0.25,0.5,0.5,1,high-degree-citizens,30
1090,3,0.25,0.5,0.5,1,high-degree-media,30
1091,3,0.25,0.5,0.5,1,neighbors-of-neighbors,30
1092,3,0.25,0.5,0.5,5,high-degree-cit-and-media,30
1093,3,0.25,0.5,0.5,5,high-degree-citizens,30
1094,3,0.25,0.5,0.5,5,high-degree-media,30
1095,3,0.25,0.5,0.5,5,neighbors-of-neighbors,30
1096,3,0.25,0.5,0.75,1,high-degree-cit-and-media,30
1097,3,0.25,0.5,0.75,1,high-degree-citizens,30
1098,3,0.25,0.5,0.75,1,high-degree-media,30
1099,3,0.25,0.5,0.75,1,neighbors-of-neighbors,30
1100,3,0.25,0.5,0.75,5,high-degree-cit-and-media,30
1101,3,0.25,0.5,0.75,5,high-degree-citizens,30
1102,3,0.25,0.5,0.75,5,high-degree-media,30
1103,3,0.25,0.5,0.75,5,neighbors-of-neighbors,30
1104,3,0.25,0.75,0.01,1,high-degree-cit-and-media,30
1105,3,0.25,0.75,0.01,1,high-degree-citizens,30
1106,3,0.25,0.75,0.01,1,high-degree-media,28
1107,3,0.25,0.75,0.01,1,neighbors-of-neighbors,29
1108,3,0.25,0.75,0.01,5,high-degree-cit-and-media,30
1109,3,0.25,0.75,0.01,5,high-degree-citizens,30
1110,3,0.25,0.75,0.01,5,high-degree-media,30
1111,3,0.25,0.75,0.01,5,neighbors-of-neighbors,30
1112,3,0.25,0.75,0.05,1,high-degree-cit-and-media,30
1113,3,0.25,0.75,0.05,1,high-degree-citizens,30
1114,3,0.25,0.75,0.05,1,high-degree-media,30
1115,3,0.25,0.75,0.05,1,neighbors-of-neighbors,30
1116,3,0.25,0.75,0.05,5,high-degree-cit-and-media,30
1117,3,0.25,0.75,0.05,5,high-degree-citizens,30
1118,3,0.25,0.75,0.05,5,high-degree-media,30
1119,3,0.25,0.75,0.05,5,neighbors-of-neighbors,30
1120,3,0.25,0.75,0.1,1,high-degree-cit-and-media,30
1121,3,0.25,0.75,0.1,1,high-degree-citizens,30
1122,3,0.25,0.75,0.1,1,high-degree-media,30
1123,3,0.25,0.75,0.1,1,neighbors-of-neighbors,30
1124,3,0.25,0.75,0.1,5,high-degree-cit-and-media,30
1125,3,0.25,0.75,0.1,5,high-degree-citizens,30
1126,3,0.25,0.75,0.1,5,high-degree-media,30
1127,3,0.25,0.75,0.1,5,neighbors-of-neighbors,30
1128,3,0.25,0.75,0.25,1,high-degree-cit-and-media,30
1129,3,0.25,0.75,0.25,1,high-degree-citizens,30
1130,3,0.25,0.75,0.25,1,high-degree-media,30
1131,3,0.25,0.75,0.25,1,neighbors-of-neighbors,30
1132,3,0.25,0.75,0.25,5,high-degree-cit-and-media,30
1133,3,0.25,0.75,0.25,5,high-degree-citizens,30
1134,3,0.25,0.75,0.25,5,high-degree-media,30
1135,3,0.25,0.75,0.25,5,neighbors-of-neighbors,30
1136,3,0.25,0.75,0.5,1,high-degree-cit-and-media,30
1137,3,0.25,0.75,0.5,1,high-degree-citizens,30
1138,3,0.25,0.75,0.5,1,high-degree-media,30
1139,3,0.25,0.75,0.5,1,neighbors-of-neighbors,30
1140,3,0.25,0.75,0.5,5,high-degree-cit-and-media,30
1141,3,0.25,0.75,0.5,5,high-degree-citizens,30
1142,3,0.25,0.75,0.5,5,high-degree-media,30
1143,3,0.25,0.75,0.5,5,neighbors-of-neighbors,30
1144,3,0.25,0.75,0.75,1,high-degree-cit-and-media,30
1145,3,0.25,0.75,0.75,1,high-degree-citizens,30
1146,3,0.25,0.75,0.75,1,high-degree-media,30
1147,3,0.25,0.75,0.75,1,neighbors-of-neighbors,30
1148,3,0.25,0.75,0.75,5,high-degree-cit-and-media,30
1149,3,0.25,0.75,0.75,5,high-degree-citizens,30
1150,3,0.25,0.75,0.75,5,high-degree-media,30
1151,3,0.25,0.75,0.75,5,neighbors-of-neighbors,30
1152,3,0.5,0.01,0.01,1,high-degree-cit-and-media,0
1153,3,0.5,0.01,0.01,1,high-degree-citizens,0
1154,3,0.5,0.01,0.01,1,high-degree-media,0
1155,3,0.5,0.01,0.01,1,neighbors-of-neighbors,0
1156,3,0.5,0.01,0.01,5,high-degree-cit-and-media,0
1157,3,0.5,0.01,0.01,5,high-degree-citizens,0
1158,3,0.5,0.01,0.01,5,high-degree-media,0
1159,3,0.5,0.01,0.01,5,neighbors-of-neighbors,1
1160,3,0.5,0.01,0.05,1,high-degree-cit-and-media,27
1161,3,0.5,0.01,0.05,1,high-degree-citizens,30
1162,3,0.5,0.01,0.05,1,high-degree-media,24
1163,3,0.5,0.01,0.05,1,neighbors-of-neighbors,30
1164,3,0.5,0.01,0.05,5,high-degree-cit-and-media,30
1165,3,0.5,0.01,0.05,5,high-degree-citizens,30
1166,3,0.5,0.01,0.05,5,high-degree-media,30
1167,3,0.5,0.01,0.05,5,neighbors-of-neighbors,29
1168,3,0.5,0.01,0.1,1,high-degree-cit-and-media,30
1169,3,0.5,0.01,0.1,1,high-degree-citizens,30
1170,3,0.5,0.01,0.1,1,high-degree-media,29
1171,3,0.5,0.01,0.1,1,neighbors-of-neighbors,30
1172,3,0.5,0.01,0.1,5,high-degree-cit-and-media,30
1173,3,0.5,0.01,0.1,5,high-degree-citizens,30
1174,3,0.5,0.01,0.1,5,high-degree-media,30
1175,3,0.5,0.01,0.1,5,neighbors-of-neighbors,30
1176,3,0.5,0.01,0.25,1,high-degree-cit-and-media,30
1177,3,0.5,0.01,0.25,1,high-degree-citizens,30
1178,3,0.5,0.01,0.25,1,high-degree-media,30
1179,3,0.5,0.01,0.25,1,neighbors-of-neighbors,30
1180,3,0.5,0.01,0.25,5,high-degree-cit-and-media,30
1181,3,0.5,0.01,0.25,5,high-degree-citizens,30
1182,3,0.5,0.01,0.25,5,high-degree-media,30
1183,3,0.5,0.01,0.25,5,neighbors-of-neighbors,30
1184,3,0.5,0.01,0.5,1,high-degree-cit-and-media,30
1185,3,0.5,0.01,0.5,1,high-degree-citizens,30
1186,3,0.5,0.01,0.5,1,high-degree-media,30
1187,3,0.5,0.01,0.5,1,neighbors-of-neighbors,30
1188,3,0.5,0.01,0.5,5,high-degree-cit-and-media,30
1189,3,0.5,0.01,0.5,5,high-degree-citizens,30
1190,3,0.5,0.01,0.5,5,high-degree-media,30
1191,3,0.5,0.01,0.5,5,neighbors-of-neighbors,30
1192,3,0.5,0.01,0.75,1,high-degree-cit-and-media,30
1193,3,0.5,0.01,0.75,1,high-degree-citizens,30
1194,3,0.5,0.01,0.75,1,high-degree-media,30
1195,3,0.5,0.01,0.75,1,neighbors-of-neighbors,30
1196,3,0.5,0.01,0.75,5,high-degree-cit-and-media,30
1197,3,0.5,0.01,0.75,5,high-degree-citizens,30
1198,3,0.5,0.01,0.75,5,high-degree-media,30
1199,3,0.5,0.01,0.75,5,neighbors-of-neighbors,30
1200,3,0.5,0.05,0.01,1,high-degree-cit-and-media,20
1201,3,0.5,0.05,0.01,1,high-degree-citizens,25
1202,3,0.5,0.05,0.01,1,high-degree-media,23
1203,3,0.5,0.05,0.01,1,neighbors-of-neighbors,17
1204,3,0.5,0.05,0.01,5,high-degree-cit-and-media,23
1205,3,0.5,0.05,0.01,5,high-degree-citizens,20
1206,3,0.5,0.05,0.01,5,high-degree-media,22
1207,3,0.5,0.05,0.01,5,neighbors-of-neighbors,16
1208,3,0.5,0.05,0.05,1,high-degree-cit-and-media,30
1209,3,0.5,0.05,0.05,1,high-degree-citizens,30
1210,3,0.5,0.05,0.05,1,high-degree-media,30
1211,3,0.5,0.05,0.05,1,neighbors-of-neighbors,30
1212,3,0.5,0.05,0.05,5,high-degree-cit-and-media,30
1213,3,0.5,0.05,0.05,5,high-degree-citizens,30
1214,3,0.5,0.05,0.05,5,high-degree-media,30
1215,3,0.5,0.05,0.05,5,neighbors-of-neighbors,30
1216,3,0.5,0.05,0.1,1,high-degree-cit-and-media,30
1217,3,0.5,0.05,0.1,1,high-degree-citizens,30
1218,3,0.5,0.05,0.1,1,high-degree-media,30
1219,3,0.5,0.05,0.1,1,neighbors-of-neighbors,30
1220,3,0.5,0.05,0.1,5,high-degree-cit-and-media,30
1221,3,0.5,0.05,0.1,5,high-degree-citizens,30
1222,3,0.5,0.05,0.1,5,high-degree-media,30
1223,3,0.5,0.05,0.1,5,neighbors-of-neighbors,30
1224,3,0.5,0.05,0.25,1,high-degree-cit-and-media,30
1225,3,0.5,0.05,0.25,1,high-degree-citizens,30
1226,3,0.5,0.05,0.25,1,high-degree-media,30
1227,3,0.5,0.05,0.25,1,neighbors-of-neighbors,30
1228,3,0.5,0.05,0.25,5,high-degree-cit-and-media,30
1229,3,0.5,0.05,0.25,5,high-degree-citizens,30
1230,3,0.5,0.05,0.25,5,high-degree-media,30
1231,3,0.5,0.05,0.25,5,neighbors-of-neighbors,30
1232,3,0.5,0.05,0.5,1,high-degree-cit-and-media,30
1233,3,0.5,0.05,0.5,1,high-degree-citizens,30
1234,3,0.5,0.05,0.5,1,high-degree-media,30
1235,3,0.5,0.05,0.5,1,neighbors-of-neighbors,30
1236,3,0.5,0.05,0.5,5,high-degree-cit-and-media,30
1237,3,0.5,0.05,0.5,5,high-degree-citizens,30
1238,3,0.5,0.05,0.5,5,high-degree-media,30
1239,3,0.5,0.05,0.5,5,neighbors-of-neighbors,30
1240,3,0.5,0.05,0.75,1,high-degree-cit-and-media,30
1241,3,0.5,0.05,0.75,1,high-degree-citizens,30
1242,3,0.5,0.05,0.75,1,high-degree-media,30
1243,3,0.5,0.05,0.75,1,neighbors-of-neighbors,30
1244,3,0.5,0.05,0.75,5,high-degree-cit-and-media,30
1245,3,0.5,0.05,0.75,5,high-degree-citizens,30
1246,3,0.5,0.05,0.75,5,high-degree-media,30
1247,3,0.5,0.05,0.75,5,neighbors-of-neighbors,30
1248,3,0.5,0.1,0.01,1,high-degree-cit-and-media,30
1249,3,0.5,0.1,0.01,1,high-degree-citizens,29
1250,3,0.5,0.1,0.01,1,high-degree-media,28
1251,3,0.5,0.1,0.01,1,neighbors-of-neighbors,28
1252,3,0.5,0.1,0.01,5,high-degree-cit-and-media,30
1253,3,0.5,0.1,0.01,5,high-degree-citizens,30
1254,3,0.5,0.1,0.01,5,high-degree-media,29
1255,3,0.5,0.1,0.01,5,neighbors-of-neighbors,29
1256,3,0.5,0.1,0.05,1,high-degree-cit-and-media,30
1257,3,0.5,0.1,0.05,1,high-degree-citizens,30
1258,3,0.5,0.1,0.05,1,high-degree-media,30
1259,3,0.5,0.1,0.05,1,neighbors-of-neighbors,30
1260,3,0.5,0.1,0.05,5,high-degree-cit-and-media,30
1261,3,0.5,0.1,0.05,5,high-degree-citizens,30
1262,3,0.5,0.1,0.05,5,high-degree-media,30
1263,3,0.5,0.1,0.05,5,neighbors-of-neighbors,30
1264,3,0.5,0.1,0.1,1,high-degree-cit-and-media,30
1265,3,0.5,0.1,0.1,1,high-degree-citizens,30
1266,3,0.5,0.1,0.1,1,high-degree-media,30
1267,3,0.5,0.1,0.1,1,neighbors-of-neighbors,30
1268,3,0.5,0.1,0.1,5,high-degree-cit-and-media,30
1269,3,0.5,0.1,0.1,5,high-degree-citizens,30
1270,3,0.5,0.1,0.1,5,high-degree-media,30
1271,3,0.5,0.1,0.1,5,neighbors-of-neighbors,30
1272,3,0.5,0.1,0.25,1,high-degree-cit-and-media,30
1273,3,0.5,0.1,0.25,1,high-degree-citizens,30
1274,3,0.5,0.1,0.25,1,high-degree-media,30
1275,3,0.5,0.1,0.25,1,neighbors-of-neighbors,30
1276,3,0.5,0.1,0.25,5,high-degree-cit-and-media,30
1277,3,0.5,0.1,0.25,5,high-degree-citizens,30
1278,3,0.5,0.1,0.25,5,high-degree-media,30
1279,3,0.5,0.1,0.25,5,neighbors-of-neighbors,30
1280,3,0.5,0.1,0.5,1,high-degree-cit-and-media,30
1281,3,0.5,0.1,0.5,1,high-degree-citizens,30
1282,3,0.5,0.1,0.5,1,high-degree-media,30
1283,3,0.5,0.1,0.5,1,neighbors-of-neighbors,30
1284,3,0.5,0.1,0.5,5,high-degree-cit-and-media,30
1285,3,0.5,0.1,0.5,5,high-degree-citizens,30
1286,3,0.5,0.1,0.5,5,high-degree-media,30
1287,3,0.5,0.1,0.5,5,neighbors-of-neighbors,30
1288,3,0.5,0.1,0.75,1,high-degree-cit-and-media,30
1289,3,0.5,0.1,0.75,1,high-degree-citizens,30
1290,3,0.5,0.1,0.75,1,high-degree-media,30
1291,3,0.5,0.1,0.75,1,neighbors-of-neighbors,30
1292,3,0.5,0.1,0.75,5,high-degree-cit-and-media,30
1293,3,0.5,0.1,0.75,5,high-degree-citizens,30
1294,3,0.5,0.1,0.75,5,high-degree-media,30
1295,3,0.5,0.1,0.75,5,neighbors-of-neighbors,30
1296,3,0.5,0.25,0.01,1,high-degree-cit-and-media,30
1297,3,0.5,0.25,0.01,1,high-degree-citizens,30
1298,3,0.5,0.25,0.01,1,high-degree-media,30
1299,3,0.5,0.25,0.01,1,neighbors-of-neighbors,30
1300,3,0.5,0.25,0.01,5,high-degree-cit-and-media,30
1301,3,0.5,0.25,0.01,5,high-degree-citizens,30
1302,3,0.5,0.25,0.01,5,high-degree-media,30
1303,3,0.5,0.25,0.01,5,neighbors-of-neighbors,30
1304,3,0.5,0.25,0.05,1,high-degree-cit-and-media,30
1305,3,0.5,0.25,0.05,1,high-degree-citizens,30
1306,3,0.5,0.25,0.05,1,high-degree-media,30
1307,3,0.5,0.25,0.05,1,neighbors-of-neighbors,30
1308,3,0.5,0.25,0.05,5,high-degree-cit-and-media,30
1309,3,0.5,0.25,0.05,5,high-degree-citizens,30
1310,3,0.5,0.25,0.05,5,high-degree-media,30
1311,3,0.5,0.25,0.05,5,neighbors-of-neighbors,30
1312,3,0.5,0.25,0.1,1,high-degree-cit-and-media,30
1313,3,0.5,0.25,0.1,1,high-degree-citizens,30
1314,3,0.5,0.25,0.1,1,high-degree-media,30
1315,3,0.5,0.25,0.1,1,neighbors-of-neighbors,30
1316,3,0.5,0.25,0.1,5,high-degree-cit-and-media,30
1317,3,0.5,0.25,0.1,5,high-degree-citizens,30
1318,3,0.5,0.25,0.1,5,high-degree-media,30
1319,3,0.5,0.25,0.1,5,neighbors-of-neighbors,30
1320,3,0.5,0.25,0.25,1,high-degree-cit-and-media,30
1321,3,0.5,0.25,0.25,1,high-degree-citizens,30
1322,3,0.5,0.25,0.25,1,high-degree-media,30
1323,3,0.5,0.25,0.25,1,neighbors-of-neighbors,30
1324,3,0.5,0.25,0.25,5,high-degree-cit-and-media,30
1325,3,0.5,0.25,0.25,5,high-degree-citizens,30
1326,3,0.5,0.25,0.25,5,high-degree-media,30
1327,3,0.5,0.25,0.25,5,neighbors-of-neighbors,30
1328,3,0.5,0.25,0.5,1,high-degree-cit-and-media,30
1329,3,0.5,0.25,0.5,1,high-degree-citizens,30
1330,3,0.5,0.25,0.5,1,high-degree-media,30
1331,3,0.5,0.25,0.5,1,neighbors-of-neighbors,30
1332,3,0.5,0.25,0.5,5,high-degree-cit-and-media,30
1333,3,0.5,0.25,0.5,5,high-degree-citizens,30
1334,3,0.5,0.25,0.5,5,high-degree-media,30
1335,3,0.5,0.25,0.5,5,neighbors-of-neighbors,30
1336,3,0.5,0.25,0.75,1,high-degree-cit-and-media,30
1337,3,0.5,0.25,0.75,1,high-degree-citizens,30
1338,3,0.5,0.25,0.75,1,high-degree-media,30
1339,3,0.5,0.25,0.75,1,neighbors-of-neighbors,30
1340,3,0.5,0.25,0.75,5,high-degree-cit-and-media,30
1341,3,0.5,0.25,0.75,5,high-degree-citizens,30
1342,3,0.5,0.25,0.75,5,high-degree-media,30
1343,3,0.5,0.25,0.75,5,neighbors-of-neighbors,30
1344,3,0.5,0.5,0.01,1,high-degree-cit-and-media,30
1345,3,0.5,0.5,0.01,1,high-degree-citizens,30
1346,3,0.5,0.5,0.01,1,high-degree-media,29
1347,3,0.5,0.5,0.01,1,neighbors-of-neighbors,30
1348,3,0.5,0.5,0.01,5,high-degree-cit-and-media,30
1349,3,0.5,0.5,0.01,5,high-degree-citizens,30
1350,3,0.5,0.5,0.01,5,high-degree-media,30
1351,3,0.5,0.5,0.01,5,neighbors-of-neighbors,30
1352,3,0.5,0.5,0.05,1,high-degree-cit-and-media,30
1353,3,0.5,0.5,0.05,1,high-degree-citizens,30
1354,3,0.5,0.5,0.05,1,high-degree-media,30
1355,3,0.5,0.5,0.05,1,neighbors-of-neighbors,30
1356,3,0.5,0.5,0.05,5,high-degree-cit-and-media,30
1357,3,0.5,0.5,0.05,5,high-degree-citizens,30
1358,3,0.5,0.5,0.05,5,high-degree-media,30
1359,3,0.5,0.5,0.05,5,neighbors-of-neighbors,30
1360,3,0.5,0.5,0.1,1,high-degree-cit-and-media,30
1361,3,0.5,0.5,0.1,1,high-degree-citizens,30
1362,3,0.5,0.5,0.1,1,high-degree-media,30
1363,3,0.5,0.5,0.1,1,neighbors-of-neighbors,30
1364,3,0.5,0.5,0.1,5,high-degree-cit-and-media,30
1365,3,0.5,0.5,0.1,5,high-degree-citizens,30
1366,3,0.5,0.5,0.1,5,high-degree-media,30
1367,3,0.5,0.5,0.1,5,neighbors-of-neighbors,30
1368,3,0.5,0.5,0.25,1,high-degree-cit-and-media,30
1369,3,0.5,0.5,0.25,1,high-degree-citizens,30
1370,3,0.5,0.5,0.25,1,high-degree-media,30
1371,3,0.5,0.5,0.25,1,neighbors-of-neighbors,30
