,n,spread-type,simple-spread-chance,ba-m,cit-media-influence,cit-cit-influence,flint-organizing-strategy,organizing-capacity,repetition,data,run_id
1092,300,simple,0.5,10,0.01,0.5,neighbors-of-neighbors,5,0,"[ 0.  0.  1.  3.  5. 33. 61. 30. 46. 28. 23.  9. 13.  7. 13.  8.  6.  5.
  3.  3.  1.  1.  0.  0.  0.  0.  2.  0.  1.  1.  0.  0.  0.  1.  0.  1.
  1.  0.  1.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.
  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  1.  0.  0.]",183
1093,300,simple,0.5,10,0.01,0.5,neighbors-of-neighbors,5,0,"[ 0.  1.  1.  2.  4. 12. 45. 47. 49. 31. 26. 14. 14. 18. 11.  7.  3.  3.
  0.  2.  1.  0.  0.  0.  2.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  2.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  1.  1.  1.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.
  0.  0.  0.  0.  0.  0.]",184
1094,300,simple,0.5,10,0.01,0.5,neighbors-of-neighbors,5,0,"[ 0.  2.  0.  1.  3.  7. 13. 25. 21. 22. 30. 19. 19. 12. 29. 18. 24. 13.
 10. 11.  2.  3.  6.  2.  1.  4.  0.  1.  1.  0.  0.  0.  1.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.
  0.  0.  0.  0.  1.  0.]",185
1095,300,simple,0.5,10,0.01,0.5,neighbors-of-neighbors,5,0,"[ 0.  0.  1. 17. 37. 41. 49. 35. 19. 24. 16. 11.  8.  5.  5.  6.  3.  6.
  2.  0.  1.  2.  1.  0.  2.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.
  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  2.  0.  0.  1.  1.  0.
  0.  0.  1.  1.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  2.  0.  0.  0.  0.  0.  0.  1.  0.
  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  1.  0.  0.]",186
1096,300,simple,0.5,10,0.01,0.5,neighbors-of-neighbors,5,0,"[ 0.  0.  1.  3.  4.  7.  9. 14. 28. 24. 38. 35. 37. 30. 18.  6. 10.  7.
  3.  9.  2.  1.  1.  3.  2.  2.  0.  1.  4.  1.  0.  1.  0.  1.  0.  1.
  0.  0.  0.  0.  0.  1.  0.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  1.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  1.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  1.]",187
1097,300,simple,0.5,10,0.01,0.5,neighbors-of-neighbors,5,0,"[ 0.  1.  0.  2.  3.  9. 17. 25. 27. 20. 40. 41. 33. 23. 18. 11. 11.  4.
  6.  3.  2.  2.  1.  1.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  1.  0.  0.  0.]",188
1098,300,simple,0.5,10,0.01,0.5,neighbors-of-neighbors,5,0,"[ 0.  1.  0.  3.  7. 19. 26. 27. 20. 22. 24. 18. 21. 25. 29.  8.  9. 10.
  6.  6.  4.  1.  1.  1.  1.  0.  2.  0.  1.  0.  1.  1.  3.  0.  0.  1.
  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  1.  0.  0.  0.  0.  0.  1.  0.  0.  1.  2.  0.  0.  0.  0.  0.  1.  1.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  1.  0.  0.  0.  0.]",189
1099,300,simple,0.5,10,0.01,0.5,neighbors-of-neighbors,5,0,"[ 0.  1.  1.  5. 12. 11. 13. 13. 16.  7. 14. 19. 23. 29. 29. 24. 20. 11.
 10.  9.  8.  4.  4.  0.  3.  2.  2.  0.  0.  2.  0.  1.  0.  0.  0.  0.
  4.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  1.  2.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  1.
  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  1.  2.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  1.  0.  0.  1.]",18
1100,300,simple,0.5,10,0.01,0.5,neighbors-of-neighbors,5,0,"[ 0.  0.  1.  1.  2.  6.  6. 11. 12. 36. 43. 36. 20. 29. 23. 13. 10. 13.
  7.  7.  5.  2.  2.  2.  1.  3.  4.  3.  1.  1.  0.  0.  0.  1.  2.  1.
  0.  0.  0.  1.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  1.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.
  0.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  2.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]",190
1101,300,simple,0.5,10,0.01,0.5,neighbors-of-neighbors,5,0,"[ 0.  1.  1.  1.  0.  2.  8. 12. 18. 18. 18. 34. 36. 33. 33. 16. 17. 12.
  5.  7.  7.  2.  2.  3.  2.  0.  0.  1.  0.  1.  1.  1.  0.  0.  1.  0.
  1.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  1.  1.  0.  0.  0.  1.  0.
  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  1.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  2.  0.  2.  0.  0.  1.
  0.  1.  0.  0.  0.  0.]",191
1102,300,simple,0.5,10,0.01,0.5,neighbors-of-neighbors,5,0,"[ 0.  0.  1.  0.  0.  1.  3.  9.  8. 12. 13. 17. 13. 18. 25. 36. 23. 31.
 16. 23.  6. 14. 11.  2.  1.  2.  2.  1.  1.  0.  1.  2.  0.  1.  0.  0.
  0.  0.  0.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  1.  0.  0.  0.  1.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  2.  1.  0.  0.  0.  1.  0.  2.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]",192
1103,300,simple,0.5,10,0.01,0.5,neighbors-of-neighbors,5,0,"[ 0.  0.  1.  4.  4. 12. 16. 17. 15. 20.  8. 13. 17. 32. 36. 31. 20. 13.
  5.  8.  4.  4.  3.  5.  0.  2.  0.  0.  2.  0.  0.  0.  0.  1.  1.  2.
  0.  4.  1.  1.  0.  1.  1.  0.  0.  0.  1.  0.  0.  0.  0.  0.  1.  0.
  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.
  1.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.
  0.  0.  0.  0.  0.  0.]",193
1104,300,simple,0.5,10,0.01,0.5,neighbors-of-neighbors,5,0,"[ 0.  0.  1.  6. 22. 44. 45. 40. 25. 29. 20. 14. 12.  8.  6. 10.  5.  4.
  1.  0.  0.  0.  0.  1.  0.  1.  2.  1.  0.  0.  0.  0.  1.  0.  0.  0.
  1.  0.  0.  0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.
  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  2.  1.
  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  1.  0.
  0.  0.  0.  0.  0.  0.]",194
1105,300,simple,0.5,10,0.01,0.5,neighbors-of-neighbors,5,0,"[ 0.  0.  0.  1.  3.  2.  3.  8. 16. 22. 30. 25. 21. 21. 14. 15. 16. 16.
  7. 10. 17. 20.  6.  9.  2.  5.  3.  1.  2.  0.  2.  0.  0.  0.  0.  1.
  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]",195
1106,300,simple,0.5,10,0.01,0.5,neighbors-of-neighbors,5,0,"[ 0.  0.  0.  1.  0.  1.  5. 19. 31. 44. 36. 33. 28. 22. 16. 14.  8.  8.
  6.  6.  1.  3.  3.  4.  3.  1.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.
  1.  0.  0.  1.  1.  0.  0.  0.  0.  0.  1.  0.  0.  1.  0.  0.  1.  1.
  0.  0.  0.  2.  0.  1.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]",196
1107,300,simple,0.5,10,0.01,0.5,neighbors-of-neighbors,5,0,"[ 0.  1.  0.  1.  1.  5. 10. 27. 28. 30. 21. 22. 18. 19. 16.  6.  6. 13.
 11. 10.  8.  7.  8.  4.  8.  2.  3.  2.  1.  1.  0.  0.  0.  0.  1.  2.
  1.  0.  1.  0.  0.  0.  1.  0.  0.  1.  1.  0.  0.  0.  0.  1.  0.  0.
  0.  0.  0.  0.  0.  2.  0.  0.  1.  3.  0.  1.  2.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.
  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  1.]",197
1108,300,simple,0.5,10,0.01,0.5,neighbors-of-neighbors,5,0,"[ 0.  0.  2.  2.  1.  1.  3.  5. 10. 23. 41. 58. 32. 29. 21. 15. 15.  9.
  5.  1.  4.  6.  3.  0.  3.  3.  0.  0.  1.  0.  0.  0.  1.  1.  0.  0.
  0.  0.  1.  2.  1.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.
  0.  0.  1.  1.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  1.  0.  1.
  0.  1.  1.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  1.  0.  1.  0.]",198
1109,300,simple,0.5,10,0.01,0.5,neighbors-of-neighbors,5,0,"[ 0.  0.  3.  9. 15. 24. 31. 42. 35. 35. 23. 17.  8. 15. 11.  8.  2.  3.
  2.  2.  2.  2.  3.  0.  2.  3.  1.  1.  0.  0.  2.  0.  0.  0.  1.  0.
  0.  0.  0.  0.  1.  1.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  1.  1.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]",199
1110,300,simple,0.5,10,0.01,0.5,neighbors-of-neighbors,5,0,"[ 0.  0.  0.  0.  1.  2.  4.  6. 10. 13. 23. 24. 25. 27. 24. 20. 21.  8.
 15. 17. 14. 10. 11.  6.  6.  2.  3.  3.  3.  1.  0.  2.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  1.  0.
  1.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  1.  0.  0.  0.
  0.  1.  0.  2.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  1.  0.  0.  1.  1.  0.]",19
1111,300,simple,0.5,10,0.01,0.5,neighbors-of-neighbors,5,0,"[ 0.  0.  3.  2.  1.  2.  3.  3.  8. 16. 26. 31. 23. 29. 20. 16. 14. 22.
 13. 15.  8.  8. 10.  6.  7.  2.  2.  2.  0.  1.  2.  1.  1.  1.  0.  1.
  1.  1.  0.  1.  0.  0.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  2.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.  0.
  0.  1.  0.  0.  0.  0.  2.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.  0.
  0.  0.  0.  0.  0.  0.]",1
1112,300,simple,0.5,10,0.01,0.5,neighbors-of-neighbors,5,0,"[ 0.  1.  2.  3.  6.  4. 15.  7.  6.  6.  5.  7. 12. 11. 15. 11. 13. 11.
 17. 31. 33. 21. 13. 13.  7.  7.  2.  3.  5.  1.  1.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  1.  0.  0.  0.  0.  0.  1.  1.  1.  1.  0.  0.  0.  0.  0.  1.
  0.  0.  0.  0.  0.  1.  1.  0.  1.  1.  1.  0.  1.  1.  0.  1.  2.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.
  0.  0.  0.  0.  0.  0.]",200
1113,300,simple,0.5,10,0.01,0.5,neighbors-of-neighbors,5,0,"[ 0.  3.  1.  6. 10. 21. 26. 43. 30. 33. 30. 20. 18.  8. 14.  6.  4.  4.
  2.  1.  2.  0.  2.  1.  3.  2.  1.  4.  2.  2.  0.  2.  0.  0.  0.  0.
  0.  1.  0.  1.  0.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]",201
1114,300,simple,0.5,10,0.01,0.5,neighbors-of-neighbors,5,0,"[ 0.  1.  0.  0.  1.  2.  1.  2.  4.  4. 16. 26. 44. 28. 35. 19. 20. 19.
  8. 10. 16.  6.  3.  3.  9.  1.  0.  1.  0.  2.  0.  0.  2.  1.  0.  3.
  0.  2.  2.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  1.  0.  1.  0.
  0.  0.  0.  0.  1.  0.  1.  0.  0.  2.  3.  0.  0.  0.  1.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  2.  1.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.
  1.  0.  0.  0.  0.  0.]",202
1115,300,simple,0.5,10,0.01,0.5,neighbors-of-neighbors,5,0,"[ 0.  2. 10.  8. 16. 26. 58. 41. 28. 23. 17. 19.  9. 13.  7.  6.  5.  2.
  1.  1.  1.  0.  0.  1.  2.  1.  0.  0.  1.  0.  1.  2.  1.  0.  2.  0.
  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  1.  0.
  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.
  0.  0.  0.  0.  0.  0.]",203
1116,300,simple,0.5,10,0.01,0.5,neighbors-of-neighbors,5,0,"[ 0.  0.  2.  1.  2.  2. 12. 18. 19. 28. 28. 29. 13. 18. 16. 12. 15.  4.
  4.  4.  7.  9.  7.  9.  8.  5.  4.  1.  0.  0.  1.  1.  2.  2.  3.  1.
  1.  1.  1.  2.  1.  0.  1.  0.  0.  1.  0.  1.  0.  1.  0.  1.  0.  0.
  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.
  0.  1.  1.  0.  0.  1.  0.  0.  0.  1.  0.  0.  0.  0.  1.  1.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.
  0.  1.  0.  1.  0.  0.]",204
1117,300,simple,0.5,10,0.01,0.5,neighbors-of-neighbors,5,0,"[ 0.  1.  1.  2.  3.  5.  6.  5. 12. 17. 35. 48. 41. 26. 29. 16. 16.  4.
  5.  4.  4.  2.  2.  2.  0.  1.  0.  1.  0.  1.  1.  0.  0.  1.  2.  1.
  1.  0.  1.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  1.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.  1.  0.
  0.  0.  0.  1.  0.  0.]",205
1118,300,simple,0.5,10,0.01,0.5,neighbors-of-neighbors,5,0,"[ 0.  1.  1.  1.  3.  2.  4.  1.  1.  7.  2.  4. 13. 16. 17. 31. 31. 34.
 35. 22. 19. 10.  8.  2.  5.  4.  3.  2.  3.  1.  1.  2.  1.  1.  0.  1.
  1.  1.  0.  0.  0.  0.  2.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  1.
  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  1.  0.  0.  0.
  0.  1.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0.  0.
  1.  0.  0.  0.  0.  0.]",206
1119,300,simple,0.5,10,0.01,0.5,neighbors-of-neighbors,5,0,"[ 0.  1.  1.  2.  2.  7.  8. 11. 14. 25. 39. 36. 22. 29. 26. 17. 10.  8.
 10.  3.  8.  2.  2.  0.  0.  1.  1.  1.  0.  0.  0.  0.  2.  0.  0.  0.
  0.  2.  0.  0.  0.  2.  0.  1.  2.  1.  0.  0.  0.  1.  1.  1.  0.  1.
  0.  1.  0.  0.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.
  0.  0.  0.  2.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]",207
1120,300,simple,0.5,10,0.01,0.5,neighbors-of-neighbors,5,0,"[ 0.  0.  1.  3.  4.  8.  9. 18. 16. 18. 20. 22. 46. 34. 34. 13. 16. 10.
  9.  5.  3.  5.  2.  1.  1.  1.  1.  1.  1.  0.  0.  1.  0.  0.  0.  0.
  0.  0.  1.  0.  0.  1.  0.  0.  0.  1.  0.  0.  0.  0.  1.  0.  2.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  1.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  1.
  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]",208
1121,300,simple,0.5,10,0.01,0.5,neighbors-of-neighbors,5,0,"[ 0.  1.  1.  0.  1.  2.  5.  3.  4.  4.  8. 15. 38. 27. 31. 28. 32. 15.
 18. 14. 12.  6.  5.  9.  1.  5.  2.  0.  2.  0.  1.  0.  0.  1.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  2.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.
  0.  1.  0.  1.  0.  0.  1.  0.  0.  0.  0.  1.  0.  1.  0.  0.  0.  0.
  0.  1.  0.  0.  0.  0.  0.  0.  0.  1.  0.  1.  0.  0.  0.  1.  1.  0.
  1.  2.  0.  0.  1.  0.]",209
1122,300,simple,0.5,10,0.01,0.5,neighbors-of-neighbors,5,0,"[ 0.  0.  0.  2.  6.  8.  6. 11. 23. 27. 39. 43. 31. 23. 18. 16. 13. 10.
  3.  3.  3.  2.  2.  0.  0.  1.  0.  0.  0.  0.  0.  1.  2.  0.  0.  0.
  1.  0.  1.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  1.  0.  1.  2.  1.  0.  1.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.
  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.  0.
  0.  0.  0.  0.  0.  0.]",20
1123,300,simple,0.5,10,0.01,0.5,neighbors-of-neighbors,5,0,"[ 0.  0.  0.  3. 11. 13. 15. 25. 23. 34. 37. 24. 24. 18. 16.  8.  8.  9.
  3.  5.  0.  2.  4.  1.  2.  1.  0.  2.  2.  2.  0.  0.  0.  0.  2.  0.
  1.  1.  0.  0.  0.  2.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  1.  1.  1.  0.
  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.
  0.  1.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  1.  0.  0.  1.  0.  0.]",210
1124,300,simple,0.5,10,0.01,0.5,neighbors-of-neighbors,5,0,"[ 0.  0.  0.  1.  4. 15. 20. 28. 26. 29. 29. 21. 17. 20. 11. 23. 10.  6.
  9.  8.  6.  4.  5.  3.  1.  1.  3.  2.  0.  1.  0.  0.  0.  0.  0.  0.
  0.  0.  1.  0.  0.  0.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  1.
  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  1.  0.  0.  1.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  1.  0.  0.]",211
1125,300,simple,0.5,10,0.01,0.5,neighbors-of-neighbors,5,0,"[ 0.  0.  1.  1.  1.  3.  5.  9.  7. 10. 14. 19. 26. 25. 38. 24. 36. 22.
  8. 16.  8.  4.  9.  3.  3.  3.  1.  0.  0.  0.  0.  2.  0.  2.  0.  0.
  0.  1.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0.  1.  0.  0.
  0.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.
  0.  1.  0.  0.  0.  0.  0.  0.  3.  1.  0.  0.  0.  1.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.
  0.  0.  0.  0.  0.  0.]",212
1126,300,simple,0.5,10,0.01,0.5,neighbors-of-neighbors,5,0,"[ 0.  1.  1.  3.  7.  6.  3. 10. 16. 23. 43. 49. 37. 22. 16. 16.  8.  4.
  6.  5.  3.  4.  2.  2.  2.  0.  2.  1.  0.  0.  2.  0.  0.  0.  0.  1.
  0.  1.  3.  1.  0.  0.  1.  1.  0.  0.  0.  1.  0.  0.  0.  0.  0.  1.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  1.  0.  0.  0.
  1.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]",213
