,run,n,spread-type,simple-spread-chance,graph-type,ba-m,citizen-media-influence,citizen-citizen-influence,flint-community-size,repetition,data,dtw
2859,2859,300,simple,0.05,barabasi-albert,10,0.05,0.01,0.005,3,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  3.  1.  1.
  4.  6.  2.  5.  5.  2.  2.  2.  2.  5.  1.  6.  4.  2.  3.  0.  8.  5.
  4.  6.  7.  4.  5.  2. 11.  3.  3.  3.  6.  2.  0.  2.  5.  6.  2.  1.
  1.  3.  1.  2.  2.  5.  1.  2.  2.  2.  3.  4.  2.  1.  1.  2.  0.  1.
  4.  0.  2.  2.  3.  0.  0.  5.  3.  0.  4.  0.  0.  0.  0.  1.  0.  4.
  0.  2.  1.  1.  0.  1.  1.  1.  0.  0.  0.  3.  1.  1.  2.  2.  1.  1.
  0.  4.  0.  1.  2.  0.  0.  4.  0.  0.  0.  1.  4.  2.  0.  0.  0.  1.
  0.  1.  2.  0.  1.  1.  0.  0.  0.  2.  1.  2.  3.  2.  0.  1.  0.  1.
  0.  0.  0.  0.  0.  0.  0.  3.  0.  1.  1.  0.  0.  0.  0.  0.  1.  0.
  0.  0.  0.  2.  0.  3.  1.  0.  2.  1.  1.  0.  0.  2.  0.  0.  0.  1.
  0.  0.  0.  3.  0.  0.  2.  1.  0.  0.  1.  0.  1.  0.  0.  1.  0.  0.
  0.  0.  0.  1.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  1.  1.
  0.  0.  0.  0.  1.  1.  0.  2.  0.  1.  1.  1.  0.  0.  0.  0.  0.  0.
  0.  2.  1.  0.  0.  1.  2.  0.  1.  1.  0.  0.  0.  0.  0.  1.  0.  0.
  0.  0.  0.  0.  1.  0.  1.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  1.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",18457.82512394773
2860,2860,300,simple,0.05,barabasi-albert,10,0.05,0.01,0.005,3,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 2. 1. 2. 1.
 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.
 0. 2. 1. 3. 5. 4. 1. 0. 0. 3. 1. 2. 0. 1. 1. 1. 0. 2. 1. 0. 2. 2. 0. 1.
 2. 1. 0. 0. 2. 0. 1. 0. 0. 2. 1. 2. 1. 1. 1. 2. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 2. 2. 0. 0. 2. 0. 0. 0. 0. 0. 1. 1.
 1. 0. 1. 0. 0. 1. 2. 1. 0. 0. 1. 1. 0. 1. 0. 0. 1. 1. 2. 4. 0. 1. 1. 0.
 1. 1. 2. 0. 2. 1. 1. 0. 0. 0. 2. 1. 0. 2. 0. 0. 1. 1. 0. 0. 0. 1. 0. 0.
 0. 2. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0.]",17892.63616894859
2861,2861,300,simple,0.05,barabasi-albert,10,0.05,0.01,0.005,4,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.
  0.  0.  1.  3.  2.  4.  3.  5.  3.  2.  4.  3.  8.  2. 11.  4.  5.  3.
  2.  3.  5.  9.  3.  9.  1.  2.  4.  4.  4.  2.  1.  5.  4.  0.  3.  3.
  4.  2.  2.  2.  4.  3.  0.  3.  1.  3.  1.  1.  6.  1.  1.  0.  4.  1.
  1.  1.  3.  3.  1.  2.  2.  3.  4.  0.  2.  0.  0.  0.  0.  0.  2.  2.
  0.  3.  0.  0.  0.  2.  2.  4.  1.  1.  1.  0.  0.  1.  2.  0.  0.  0.
  3.  0.  0.  0.  0.  4.  0.  1.  0.  1.  0.  3.  1.  1.  1.  0.  1.  0.
  0.  0.  0.  0.  1.  0.  0.  1.  1.  3.  1.  1.  0.  0.  3.  1.  1.  0.
  1.  0.  0.  0.  2.  2.  0.  2.  0.  2.  0.  1.  0.  1.  0.  3.  1.  1.
  0.  0.  0.  0.  2.  1.  0.  0.  2.  2.  0.  0.  0.  2.  0.  0.  0.  2.
  0.  0.  0.  1.  1.  1.  1.  0.  1.  2.  0.  0.  0.  0.  0.  1.  0.  0.
  2.  0.  1.  0.  0.  0.  0.  1.  0.  3.  0.  1.  0.  1.  0.  0.  1.  0.
  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  1.  1.  0.  1.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  1.  0.  1.  1.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  1.  0.  0.  0.  1.  0.  0.  1.  0.  1.]",18395.92638395506
2862,2862,300,simple,0.05,barabasi-albert,10,0.05,0.01,0.005,4,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.
  1.  0.  2.  2.  4. 11.  4.  1.  5.  1.  2.  5.  1.  3.  3.  3.  3.  5.
  1.  0.  4.  3.  2.  1.  2.  5.  2.  5.  7.  2.  4.  3.  3.  2.  2.  3.
  3.  5.  2.  1.  2.  3.  3.  1.  4.  0.  1.  1.  6.  2.  3.  1.  3.  8.
  3.  1.  3.  1.  1.  0.  0.  1.  0.  5.  4.  0.  0.  3.  2.  2.  1.  1.
  3.  0.  1.  0.  0.  0.  6.  2.  0.  0.  0.  0.  1.  3.  0.  0.  1.  2.
  4.  1.  2.  0.  0.  3.  0.  1.  3.  0.  1.  1.]",17921.80930861973
2863,2863,300,simple,0.05,barabasi-albert,10,0.05,0.01,0.005,4,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 2. 0. 1.
 1. 0. 1. 4. 5. 1. 1. 3. 1. 1. 1. 1. 1. 0. 0. 0. 0. 4. 0. 0. 0. 0. 0. 0.
 3. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 1. 0.
 0. 1. 1. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
 0. 0. 0. 0. 2. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]",17884.461454225377
2864,2864,300,simple,0.05,barabasi-albert,10,0.05,0.01,0.005,4,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",17880.536831849466
2865,2865,300,simple,0.05,barabasi-albert,10,0.05,0.01,0.005,4,"[0. 0. 0. 0. 0. 0. 0. 1. 4. 1. 2. 0. 0. 0. 0. 1. 0. 1. 1. 0. 1. 0. 1. 0.
 0. 1. 0. 0. 1. 0. 0. 0. 0. 1. 0. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 3. 0.
 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 2. 0. 1. 2. 1. 1. 0. 2. 2. 1.
 1. 0. 0. 3. 1. 0. 1. 1. 1. 0. 0. 0. 1. 0. 1. 1. 0. 1. 1. 0. 1. 0. 1. 1.
 0. 0. 0. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2.
 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 2. 0. 0. 0. 0. 0. 0. 2. 0. 0. 0. 0. 1. 0.
 1. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 0. 1. 2. 0. 1. 0. 0. 1. 0. 1.
 0. 0. 0. 0. 2. 1. 0. 2. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 2. 0. 0. 0.
 0. 1. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 2. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 1. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.
 0. 1. 0. 0. 0. 0. 0. 0. 1. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 2.
 0. 0. 2. 0. 1. 0. 1. 2. 0. 1. 1. 0.]",17988.847537134065
2866,2866,300,simple,0.05,barabasi-albert,10,0.05,0.05,0.005,0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 1. 0. 0. 0. 1. 1. 1. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 2. 0. 0. 0. 1.
 0. 0. 1. 0. 0. 1. 1. 2. 1. 0. 1. 0. 1. 1. 0. 2. 0. 1. 0. 0. 1. 0. 0. 0.
 0. 2. 1. 1. 1. 0. 2. 1. 2. 0. 2. 0. 1. 0. 0. 2. 1. 2. 1. 1. 1. 0. 0. 0.
 1. 1. 0. 1. 1. 1. 0. 0. 0. 1. 0. 0. 2. 1. 1. 0. 1. 2. 3. 0. 1. 2. 2. 1.
 3. 2. 3. 3. 1. 0. 0. 1. 1. 1. 1. 1. 2. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1.
 0. 0. 1. 0. 1. 2. 1. 0. 1. 0. 0. 0. 2. 0. 1. 0. 3. 3. 0. 2. 1. 1. 0. 1.
 1. 1. 0. 2. 0. 0. 0. 2. 0. 0. 2. 1. 4. 3. 0. 0. 1. 2. 0. 1. 1. 0. 1. 0.
 1. 1. 1. 0. 0. 1. 0. 1. 0. 0. 1. 2. 1. 1. 1. 0. 1. 0. 0. 1. 1. 1. 1. 3.
 0. 1. 0. 1. 0. 0. 3. 1. 0. 0. 2. 0. 1. 1. 0. 1. 0. 0. 1. 0. 0. 0. 1. 0.
 0. 1. 1. 1. 0. 2. 2. 1. 0. 1. 0. 2. 1. 1. 0. 2. 0. 0. 1. 1. 2. 0. 1. 1.
 1. 1. 0. 0. 0. 0. 0. 0. 0. 3. 0. 0.]",17875.645480538424
2867,2867,300,simple,0.05,barabasi-albert,10,0.05,0.05,0.005,0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 1. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
 1. 1. 6. 2. 2. 4. 5. 3. 4. 3. 2. 2. 2. 1. 1. 3. 0. 5. 0. 1. 3. 1. 3. 0.
 2. 0. 0. 1. 1. 0. 1. 1. 0. 0. 0. 1. 0. 1. 1. 4. 1. 2. 1. 1. 2. 1. 1. 0.
 1. 2. 1. 2. 2. 2. 1. 6. 2. 2. 2. 0. 3. 1. 2. 2. 3. 2. 0. 1. 4. 0. 4. 0.
 1. 2. 2. 4. 0. 1. 3. 1. 1. 0. 1. 1. 0. 0. 1. 0. 2. 1. 4. 1. 2. 0. 1. 0.
 0. 0. 1. 0. 0. 0. 0. 1. 1. 2. 2. 0. 0. 3. 2. 2. 1. 0. 0. 2. 0. 1. 5. 1.
 3. 2. 0. 0. 1. 2. 0. 0. 0. 2. 4. 0. 1. 1. 1. 2. 1. 2. 0. 0. 1. 1. 0. 1.
 2. 1. 0. 0. 1. 0. 0. 0. 0. 0. 2. 1. 1. 1. 0. 0. 0. 1. 2. 1. 1. 1. 1. 1.
 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 2. 2. 1. 0. 3. 0. 1. 0. 1. 0. 0. 3. 0.
 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 1. 2. 0. 3. 1. 0.
 1. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1.]",17949.132859042726
2868,2868,300,simple,0.05,barabasi-albert,10,0.05,0.05,0.005,0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 2. 0. 0. 0. 1. 1. 1. 1. 2.
 1. 0. 4. 1. 1. 1. 1. 0. 1. 2. 3. 1. 3. 3. 1. 1. 0. 1. 4. 0. 2. 0. 1. 1.
 5. 0. 0. 0. 1. 3. 0. 2. 1. 0. 0. 1. 1. 0. 1. 4. 0. 1. 0. 3. 0. 1. 0. 0.
 0. 1. 0. 1. 1. 1. 0. 1. 0. 1. 1. 0. 1. 1. 3. 0. 2. 1. 1. 1. 1. 0. 0. 0.
 0. 0. 0. 2. 0. 1. 0. 1. 1. 1. 2. 2. 1. 3. 2. 1. 0. 0. 0. 0. 0. 0. 1. 1.
 1. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 3. 1.
 0. 0. 0. 2. 0. 0. 5. 6. 1. 1. 0. 1. 1. 1. 0. 1. 0. 0. 0. 1. 0. 1. 1. 2.
 2. 0. 0. 2. 0. 0. 0. 1. 1. 1. 1. 1. 1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 3. 0.
 0. 2. 0. 2. 0. 1. 2. 0. 1. 3. 0. 2. 1. 2. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0.
 0. 0. 1. 0. 2. 0. 0. 0. 0. 1. 0. 0.]",17813.770239687154
2869,2869,300,simple,0.05,barabasi-albert,10,0.05,0.05,0.005,0,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  1.  0.  0.  0.  0.  0.  1.  0.
  0.  0.  1.  0.  0.  0.  0.  1.  0.  0.  1.  0.  0.  0.  0.  1.  0.  1.
  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  1.  0.  0.  1.  0.  0.  0.  0.
  1.  1.  3.  2.  2.  5.  3.  5.  4.  5. 10.  6.  7.  3.  6.  4.  1.  7.
  1.  2.  4.  2.  3.  4.  2.  2.  6.  4.  5.  4.  5.  1.  3.  2.  1.  2.
  0.  2.  2.  2.  0.  2.  1.  1.  2.  0.  1.  1.  0.  3.  0.  1.  2.  5.
  6.  2.  2.  1.  0.  1.  0.  2.  0.  4.  1.  1.  4.  0.  0.  3.  2.  1.
  0.  1.  2.  1.  0.  4.  1.  1.  2.  3.  0.  1.  2.  2.  2.  2.  5.  1.
  1.  1.  0.  2.  2.  0.  1.  1.  0.  0.  1.  1.  0.  0.  2.  0.  0.  2.
  0.  1.  0.  0.  1.  0.  0.  0.  0.  2.  2.  1.  2.  0.  0.  0.  1.  0.
  2.  2.  0.  1.  0.  0.  6.  0.  0.  1.  0.  0.  1.  0.  0.  1.  0.  1.
  2.  1.  0.  2.  0.  2.  0.  0.  0.  0.  1.  2.  0.  0.  0.  0.  0.  1.
  0.  1.  0.  1.  1.  0.  0.  1.  1.  2.  0.  1.  0.  3.  3.  0.  0.  0.
  0.  1.  1.  1.  0.  0.  0.  0.  0.  1.  1.  2.  0.  1.  0.  0.  3.  0.
  0.  0.  0.  1.  0.  0.  0.  0.  0.  2.  0.  0.  1.  0.  0.  0.  0.  1.
  0.  0.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.]",17953.468989799247
2870,2870,300,simple,0.05,barabasi-albert,10,0.05,0.05,0.005,0,"[0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 3. 0. 1. 1. 1. 1. 1. 0. 0. 1. 0. 1. 0.
 0. 0. 0. 1. 0. 0. 2. 1. 0. 0. 0. 4. 3. 4. 2. 2. 0. 3. 1. 0. 2. 2. 0. 2.
 1. 1. 1. 2. 1. 1. 2. 3. 0. 1. 3. 2. 1. 0. 0. 3. 4. 2. 3. 0. 1. 1. 1. 1.
 1. 0. 0. 1. 1. 0. 1. 1. 0. 0. 0. 1. 1. 0. 1. 1. 1. 0. 1. 0. 1. 0. 1. 4.
 3. 1. 0. 0. 0. 1. 1. 0. 1. 0. 2. 1. 2. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0.
 1. 1. 1. 1. 2. 3. 1. 0. 0. 3. 2. 2. 3. 0. 0. 1. 0. 0. 0. 4. 1. 2. 1. 0.
 1. 2. 0. 2. 0. 0. 1. 0. 0. 1. 2. 0. 0. 0. 0. 1. 2. 0. 0. 0. 0. 0. 0. 0.
 0. 2. 1. 1. 1. 0. 0. 0. 1. 0. 3. 0. 3. 0. 0. 1. 0. 2. 1. 2. 0. 0. 0. 0.
 1. 1. 0. 0. 1. 0. 0. 1. 0. 1. 0. 2. 0. 2. 0. 0. 0. 2. 0. 0. 2. 0. 1. 3.
 1. 0. 0. 1. 0. 0. 1. 2. 0. 0. 1. 1. 1. 3. 1. 1. 0. 0. 0. 2. 2. 0. 1. 0.
 1. 0. 2. 0. 3. 1. 0. 0. 1. 3. 0. 1. 0. 0. 1. 1. 0. 0. 0. 1. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 2.]",17996.034197329653
2871,2871,300,simple,0.05,barabasi-albert,10,0.05,0.05,0.005,1,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 1. 0. 1. 0. 1. 1. 1. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0.
 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 2. 2. 2. 1. 4. 0.
 1. 1. 3. 1. 0. 2. 3. 2. 1. 2. 0. 0. 3. 1. 0. 1. 2. 1. 0. 0. 0. 1. 1. 2.
 1. 1. 0. 0. 0. 0. 1. 0. 0. 1. 2. 0. 1. 2. 1. 0. 1. 0. 3. 2. 3. 0. 1. 2.
 0. 1. 1. 0. 0. 1. 1. 0. 3. 1. 1. 0. 0. 1. 2. 0. 0. 1. 1. 1. 0. 1. 3. 0.
 4. 2. 0. 2. 1. 0. 1. 0. 1. 2. 0. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0.
 0. 0. 1. 1. 1. 0. 1. 0. 1. 2. 1. 1. 1. 0. 2. 2. 1. 0. 0. 1. 0. 0. 1. 1.
 2. 2. 2. 4. 2. 3. 0. 1. 0. 0. 0. 1. 1. 0. 0. 0. 1. 1. 2. 0. 1. 0. 0. 1.
 1. 0. 1. 0. 1. 0. 1. 0. 2. 1. 1. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 1. 0.
 1. 0. 1. 1. 1. 0. 0. 1. 2. 0. 0. 0. 0. 2. 2. 1. 0. 0. 0. 0. 2. 1. 0. 0.
 0. 2. 3. 0. 0. 1. 0. 1. 0. 0. 0. 1. 2. 0. 0. 1. 1. 0. 0. 0. 1. 2. 1. 0.
 1. 0. 0. 0. 1. 0. 2. 0. 0. 0. 0. 0.]",17976.825382684878
2872,2872,300,simple,0.05,barabasi-albert,10,0.05,0.05,0.005,1,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 2. 0. 0. 0. 0. 0. 2. 0. 1. 1. 1. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 2. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1. 0.
 1. 0. 0. 1. 0. 1. 0. 1. 0. 1. 1. 1. 1. 1. 1. 3. 3. 1. 2. 2. 6. 2. 2. 5.
 3. 4. 0. 2. 0. 0. 0. 2. 1. 1. 2. 3. 0. 1. 1. 2. 1. 0. 0. 0. 0. 0. 0. 2.
 1. 2. 0. 4. 2. 2. 0. 1. 4. 2. 1. 1. 3. 0. 0. 2. 0. 0. 0. 0. 5. 1. 4. 0.
 2. 0. 2. 2. 1. 1. 2. 0. 3. 4. 1. 1. 2. 2. 2. 4. 1. 1. 1. 0. 0. 0. 1. 2.
 0. 1. 1. 0. 0. 0. 0. 0. 0. 2. 1. 0. 0. 1. 1. 2. 0. 2. 1. 0. 2. 1. 0. 2.
 1. 0. 0. 0. 3. 2. 1. 1. 1. 2. 0. 0. 1. 1. 0. 0. 1. 0. 2. 0. 1. 0. 1. 1.
 0. 1. 1. 0. 4. 0. 4. 2. 1. 1. 2. 1. 0. 0. 0. 1. 1. 0. 1. 0. 1. 3. 0. 0.
 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1.]",17892.638793830032
