,run,n,spread-type,simple-spread-chance,graph-type,ba-m,citizen-media-influence,citizen-citizen-influence,flint-community-size,repetition,data,dtw
2845,2845,300,simple,0.05,barabasi-albert,10,0.05,0.01,0.005,0,"[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 2. 3. 1. 2. 2. 1. 1. 0.
 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0.
 1. 0. 0. 0. 1. 0. 1. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0. 0.
 0. 0. 0. 0. 1. 0. 1. 0. 0. 1. 1. 0. 2. 0. 0. 0. 1. 0. 0. 2. 0. 2. 1. 0.
 3. 3. 1. 1. 6. 3. 2. 2. 1. 5. 0. 3. 5. 5. 3. 1. 0. 0. 0. 1. 2. 1. 1. 3.
 4. 2. 1. 1. 0. 0. 1. 1. 0. 1. 1. 2. 1. 0. 0. 3. 0. 0. 1. 1. 0. 2. 0. 1.
 0. 1. 1. 1. 2. 1. 2. 0. 1. 2. 0. 1. 1. 1. 2. 1. 1. 0. 1. 2. 0. 2. 2. 1.
 0. 0. 1. 0. 0. 0. 1. 0. 2. 0. 0. 0. 0. 0. 0. 2. 1. 0. 0. 1. 0. 0. 0. 0.
 1. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 1. 1. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",17965.409296407015
2846,2846,300,simple,0.05,barabasi-albert,10,0.05,0.01,0.005,1,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 1. 2. 2. 2. 2. 1. 0. 1. 3. 4. 2. 1. 1. 1. 0. 2. 3. 1.
 3. 1. 0. 1. 1. 1. 1. 0. 3. 0. 1. 2. 0. 3. 2. 4. 0. 0. 0. 1. 2. 0. 4. 1.
 0. 0. 0. 3. 0. 1. 1. 0. 1. 0. 0. 1. 1. 0. 0. 1. 1. 0. 1. 0. 2. 2. 0. 2.
 0. 0. 1. 0. 0. 2. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 2. 0. 0. 0. 0. 0. 0.
 0. 3. 0. 0. 1. 0. 0. 1. 0. 0. 2. 0. 1. 0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0.
 0. 1. 1. 1. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 3. 0. 0. 0. 0. 1. 2.
 0. 0. 2. 0. 1. 0. 0. 0. 0. 0. 0. 0.]",17884.046036901647
2847,2847,300,simple,0.05,barabasi-albert,10,0.05,0.01,0.005,1,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1.
 0. 1. 0. 0. 0. 0. 2. 2. 1. 1. 1. 0. 0. 1. 1. 0. 0. 0. 1. 0. 0. 1. 1. 0.
 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 1.
 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 2.
 0. 0. 0. 1. 0. 1. 0. 1. 2. 0. 1. 0. 1. 1. 1. 1. 0. 0. 1. 1. 0. 0. 0. 1.
 2. 0. 0. 0. 0. 1. 1. 0. 0. 1. 1. 1. 1. 0. 0. 0. 1. 0. 1. 0. 0. 0. 1. 1.
 0. 1. 0. 1. 1. 1. 0. 1. 0. 1. 0. 1. 0. 0. 1. 0. 1. 2. 1. 0. 0. 0. 3. 1.
 1. 0. 1. 0. 2. 3. 1. 3. 1. 0. 0. 0. 1. 0. 0. 3. 0. 2. 0. 1. 1. 0. 0. 1.
 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 2. 3.]",17896.34997055211
2848,2848,300,simple,0.05,barabasi-albert,10,0.05,0.01,0.005,1,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 3. 7. 8. 5.
 5. 2. 3. 5. 3. 7. 3. 3. 5. 3. 3. 2. 2. 7. 6. 3. 4. 5. 4. 2. 3. 0. 2. 3.
 6. 2. 4. 0. 1. 3. 0. 1. 4. 3. 2. 0. 6. 3. 6. 6. 3. 1. 1. 2. 1. 3. 2. 0.
 2. 2. 2. 4. 2. 1. 1. 1. 6. 1. 0. 3. 0. 0. 0. 0. 1. 0. 2. 2. 1. 3. 2. 1.
 5. 0. 0. 0. 0. 0. 0. 2. 0. 0. 1. 1. 0. 1. 1. 2. 2. 2. 1. 0. 2. 0. 0. 0.
 0. 0. 0. 2. 2. 0. 1. 0. 0. 4. 0. 0. 0. 2. 0. 1. 1. 0. 2. 2. 1. 0. 1. 0.
 0. 0. 1. 0. 3. 1. 1. 0. 1. 1. 1. 0. 1. 0. 0. 1. 4. 1. 2. 1. 0. 2. 0. 0.
 0. 1. 0. 0. 0. 1. 0. 1. 0. 2. 2. 0. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 1. 0. 0. 1. 1. 1. 0. 0. 1. 0. 0. 2. 0. 0.
 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.
 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 2. 0. 1. 0. 0.
 0. 1. 2. 1. 0. 0. 1. 0. 2. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]",18517.130309484357
2849,2849,300,simple,0.05,barabasi-albert,10,0.05,0.01,0.005,1,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 2. 2. 2. 1. 2. 1. 0. 0. 1. 0. 2. 0. 0. 0.
 0. 1. 2. 0. 0. 0. 0. 2. 0. 0. 0. 0. 0. 0. 1. 0. 1. 2. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 1. 0. 0. 1.
 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
 0. 0. 0. 0. 0. 0. 0. 0. 2. 0. 0. 0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 1.
 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1.
 7. 0. 1. 2. 1. 0. 2. 1. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 0. 0. 1. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 2. 2. 0.
 0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 1. 1. 0. 0. 1. 2. 1. 0. 0. 0. 1. 0. 0.
 0. 1. 1. 1. 2. 0. 0. 0. 0. 1. 1. 0.]",17963.57033123793
2850,2850,300,simple,0.05,barabasi-albert,10,0.05,0.01,0.005,1,"[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 3. 0. 1.
 1. 5. 7. 5. 1. 0. 7. 2. 0. 3. 1. 4. 3. 2. 2. 5. 3. 3. 8. 5. 7. 1. 8. 3.
 0. 6. 1. 1. 6. 1. 9. 3. 4. 3. 1. 2. 3. 2. 1. 1. 2. 5. 1. 4. 1. 7. 4. 2.
 3. 3. 2. 3. 4. 1. 0. 1. 2. 3. 1. 4. 1. 0. 0. 2. 2. 1. 1. 4. 2. 0. 2. 1.
 0. 1. 0. 0. 2. 1. 0. 1. 1. 2. 0. 2. 1. 2. 0. 2. 1. 2. 0. 1. 2. 2. 1. 2.
 1. 1. 3. 1. 2. 4. 0. 1. 1. 0. 0. 0. 0. 1. 0. 0. 2. 1. 2. 2. 0. 0. 1. 2.
 0. 1. 0. 1. 1. 2. 0. 1. 1. 1. 0. 1. 0. 0. 2. 1. 2. 0. 1. 1. 1. 0. 1. 0.
 0. 0. 0. 1. 0. 0. 0. 2. 0. 1. 0. 0. 0. 0. 0. 3. 0. 1. 0. 0. 0. 0. 2. 0.
 0. 0. 1. 2. 0. 1. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 2. 1. 1. 0. 0. 0. 0. 1.
 0. 0. 0. 0. 0. 0. 0. 1. 0. 3. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 2. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]",18211.923558570023
2851,2851,300,simple,0.05,barabasi-albert,10,0.05,0.01,0.005,2,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 1. 2. 2. 1. 2. 2. 0. 3. 3. 5. 0. 2. 0. 2. 2. 1.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 2. 0. 0. 1. 2. 5. 0. 4. 2.
 1. 0. 0. 1. 0. 0. 0. 1. 1. 1. 0. 3. 0. 1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 1. 1. 1. 0. 0. 0. 1. 0. 2. 2. 2.
 0. 1. 0. 0. 1. 0. 2. 0. 3. 1. 3. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 1. 0.
 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 1. 0. 1. 1. 0. 0. 0. 1. 1. 0.
 1. 2. 0. 0. 0. 0. 3. 1. 0. 0. 2. 0. 0. 0. 0. 3. 0. 1. 0. 1. 0. 0. 0. 0.
 1. 3. 1. 0. 0. 1. 0. 2. 0. 2. 3. 0.]",17898.946526728105
2852,2852,300,simple,0.05,barabasi-albert,10,0.05,0.01,0.005,2,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 1. 1. 2. 1. 1. 0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 2. 0. 1. 1. 0. 0. 2.
 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 1. 2. 0. 0. 0. 0. 0. 0. 0. 0.
 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.
 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0.
 1. 0. 1. 0. 0. 1. 0. 0. 1. 1. 2. 0. 0. 0. 0. 2. 0. 0. 3. 2. 1. 1. 1. 0.
 0. 1. 0. 0. 0. 0. 1. 4. 0. 0. 0. 0. 0. 0. 0. 1. 2. 0. 0. 4. 0. 3. 1. 1.
 0. 1. 1. 3. 0. 2. 0. 2. 2. 0. 1. 1.]",17925.08937475484
2853,2853,300,simple,0.05,barabasi-albert,10,0.05,0.01,0.005,2,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 2. 3. 2. 0. 0. 3.
 2. 4. 1. 2. 1. 1. 2. 2. 1. 2. 3. 1. 2. 2. 1. 3. 1. 1. 0. 3. 4. 4. 6. 6.
 2. 2. 2. 3. 2. 5. 3. 2. 0. 7. 4. 3. 0. 2. 2. 3. 3. 5. 5. 0. 1. 3. 4. 1.
 4. 3. 2. 0. 0. 4. 4. 2. 2. 6. 1. 3. 0. 2. 1. 1. 4. 1. 2. 0. 0. 2. 5. 1.
 2. 1. 0. 2. 1. 3. 2. 2. 1. 1. 0. 1. 1. 0. 1. 3. 0. 1. 1. 0. 1. 2. 1. 1.
 4. 1. 3. 2. 3. 2. 0. 4. 1. 1. 3. 0. 2. 3. 1. 2. 2. 0. 0. 2. 1. 0. 2. 0.
 0. 1. 0. 2. 1. 2. 1. 1. 1. 1. 0. 0.]",17919.44104523708
2854,2854,300,simple,0.05,barabasi-albert,10,0.05,0.01,0.005,2,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 1. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 2. 2.
 4. 3. 2. 2. 2. 1. 4. 2. 1. 0. 0. 0. 2. 0. 0. 1. 0. 0. 1. 1. 0. 1. 1. 0.
 0. 2. 2. 1. 0. 1. 1. 0. 0. 2. 0. 0. 0. 2. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0.
 0. 0. 0. 1. 0. 0. 0. 1. 1. 1. 0. 0. 1. 2. 0. 0. 0. 1. 0. 1. 0. 0. 1. 1.
 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 1. 1. 0. 1. 0. 1. 0. 1. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 1.
 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0.
 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.
 0. 0. 0. 0. 0. 0. 1. 1. 3. 0. 2. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 1.
 0. 2. 1. 0. 0. 1. 0. 1. 1. 0. 1. 0.]",17998.70830314813
2855,2855,300,simple,0.05,barabasi-albert,10,0.05,0.01,0.005,2,"[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 1. 1. 3. 1. 1. 1. 1. 0. 0.
 0. 2. 0. 1. 1. 1. 1. 1. 2. 0. 0. 0. 2. 1. 0. 2. 2. 1. 3. 6. 1. 1. 0. 0.
 0. 0. 2. 0. 4. 1. 1. 0. 1. 1. 3. 0. 0. 1. 0. 2. 2. 1. 0. 1. 1. 0. 1. 1.
 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 0. 0. 0. 1.
 0. 0. 0. 0. 0. 3. 0. 0. 1. 0. 2. 1. 1. 0. 2. 1. 1. 0. 0. 0. 0. 0. 1. 0.
 0. 0. 1. 2. 2. 0. 1. 0. 1. 1. 0. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0.
 2. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0.
 1. 0. 1. 0. 0. 0. 1. 0. 2. 0. 3. 0. 0. 0. 0. 0. 0. 1. 0. 2. 0. 0. 0. 0.
 0. 0. 1. 0. 0. 0. 0. 2. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 0.
 1. 0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 1. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.
 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 2. 0. 0. 0. 1. 0. 2. 0. 0. 2.
 0. 0. 0. 0. 0. 0. 1. 2. 0. 0. 0. 0.]",17996.640923464893
2856,2856,300,simple,0.05,barabasi-albert,10,0.05,0.01,0.005,3,"[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 1. 0. 3. 3. 0. 2. 0. 0. 4. 0. 1. 2. 0. 1. 1. 1. 0. 1. 1. 1.
 0. 3. 0. 0. 2. 2. 0. 3. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.
 0. 0. 0. 0. 2. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0.
 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0. 1. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 2. 0.
 1. 0. 1. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 2. 0. 2. 2. 0. 1. 0. 2. 0. 1. 0.
 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 2. 3. 1. 3. 1. 2. 0. 4. 4. 3.
 0. 0. 3. 3. 0. 0. 2. 1. 0. 0. 2. 2. 3. 0. 0. 1. 1. 1. 1. 0. 2. 0. 1. 3.
 0. 1. 1. 0. 1. 2. 1. 1. 0. 2. 0. 0. 1. 1. 1. 0. 1. 0. 1. 0. 0. 0. 4. 0.
 0. 0. 0. 0. 0. 0. 3. 1. 0. 2. 0. 1. 0. 0. 1. 0. 2. 0. 0. 2. 0. 0. 0. 2.
 1. 1. 0. 0. 0. 0. 0. 3. 0. 0. 0. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 1. 1. 0. 1. 0. 1. 0. 0. 1.]",18004.50763964094
2857,2857,300,simple,0.05,barabasi-albert,10,0.05,0.01,0.005,3,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 1. 3. 2. 0. 1. 0. 0. 1. 1. 3. 0. 1. 1. 0. 1. 0.
 0. 0. 0. 0. 1. 1. 0. 3. 1. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0.
 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 1. 0. 2. 1. 2.
 3. 0. 4. 1. 1. 0. 1. 2. 0. 2. 1. 0. 1. 0. 0. 0. 0. 0. 0. 1. 2. 0. 1. 1.
 1. 2. 0. 1. 0. 1. 2. 3. 1. 2. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1. 1.
 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 3.]",17928.104380880242
2858,2858,300,simple,0.05,barabasi-albert,10,0.05,0.01,0.005,3,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 1. 2. 0. 0. 2. 1. 4. 1. 2. 5. 3. 5. 7. 2. 6. 3. 2. 4.
 2. 5. 5. 2. 1. 3. 5. 8. 4. 4. 6. 2. 3. 3. 0. 1. 1. 1. 3. 1. 2. 1. 0. 2.
 3. 4. 6. 4. 2. 2. 3. 0. 4. 7. 2. 2. 4. 2. 2. 0. 3. 3. 2. 0. 1. 0. 4. 1.
 6. 4. 1. 0. 2. 1. 1. 1. 3. 1. 2. 0. 2. 1. 3. 2. 0. 2. 2. 0. 0. 1. 0. 0.
 0. 0. 2. 4. 1. 0. 2. 1. 0. 2. 2. 0. 0. 1. 1. 2. 1. 1. 0. 3. 0. 0. 1. 2.
 0. 0. 0. 0. 0. 0. 1. 3. 1. 1. 1. 0. 4. 2. 0. 0. 0. 2. 0. 0. 1. 1. 0. 1.
 1. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 2. 1. 0. 0. 0. 0. 0. 5. 0. 0. 0. 2. 0.
 0. 1. 1. 0. 0. 3. 1. 0. 1. 0. 0. 0. 1. 0. 0. 1. 2. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 1. 0. 2. 1. 1. 1. 0. 0. 0. 0.]",18082.002229982216
