,run,n,spread-type,simple-spread-chance,graph-type,ba-m,organizing-capacity,organizing-strategy,repetition,data,dtw,rsme,total_error,corr_coef
520,520,300,simple,0.01,barabasi-albert,10,10,neighbors-of-neighbors,4,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1.
 0. 1. 0. 0. 0. 0. 0. 0. 0. 2. 1. 0. 0. 1. 0. 0. 1. 1. 0. 0. 1. 3. 1. 0.
 1. 0. 0. 1. 0. 2. 0. 1. 2. 0. 1. 0. 3. 1. 2. 3. 0. 1. 0. 0. 0. 4. 0. 2.
 0. 1. 1. 2. 3. 0. 2. 0. 0. 0. 0. 0. 0. 1. 1. 3. 0. 1. 0. 0. 0. 2. 1. 0.
 1. 0. 0. 0. 1. 3. 1. 0. 1. 0. 2. 1. 1. 1. 2. 0. 1. 0. 1. 0. 2. 0. 1. 0.
 0. 0. 0. 1. 0. 0. 1. 1. 0. 0. 3. 1. 0. 1. 0. 0. 0. 3. 0. 1. 1. 0. 1. 1.
 1. 1. 2. 1. 1. 0. 0. 1. 0. 1. 2. 1. 2. 1. 1. 0. 1. 1. 0. 1. 0. 0. 0. 1.
 2. 0. 2. 0. 0. 1. 0. 1. 0. 2. 0. 0. 0. 0. 2. 0. 1. 1. 0. 0. 0. 0. 1. 0.
 1. 1. 0. 0. 1. 1. 2. 2. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 2. 2. 0. 1. 0. 0.
 1. 0. 0. 0. 0. 0. 0. 1. 2. 3. 0. 0. 0. 3. 1. 0. 1. 0. 2. 3. 1. 1. 0. 0.
 0. 0. 0. 0. 0. 0. 1. 3. 2. 0. 1. 0. 0. 1. 3. 0. 0. 1. 0. 0. 0. 1. 1. 1.
 0. 0. 2. 0. 0. 0. 1. 3. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 2. 1.
 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0.]",18031.496366693744,153.64912280701753,-0.05198325806735568,
521,521,300,simple,0.01,barabasi-albert,10,10,neighbors-of-neighbors,4,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 1. 0. 1. 0. 0. 0. 2.
 1. 2. 2. 0. 1. 1. 1. 0. 1. 0. 2. 0. 2. 0. 0. 0. 0. 1. 0. 0. 0. 2. 1. 1.
 0. 3. 1. 1. 1. 1. 0. 0. 0. 1. 0. 0. 2. 0. 0. 2. 1. 0. 0. 1. 1. 0. 0. 0.
 1. 0. 0. 1. 3. 0. 2. 2. 1. 4. 0. 2. 2. 0. 2. 2. 1. 2. 2. 3. 0. 2. 1. 1.
 1. 0. 1. 2. 0. 2. 1. 2. 1. 0. 1. 1. 0. 0. 0. 0. 1. 2. 1. 0. 1. 1. 1. 0.
 1. 3. 0. 1. 1. 1. 0. 4. 1. 0. 1. 1. 2. 1. 2. 0. 1. 3. 0. 0. 1. 0. 2. 0.
 4. 2. 0. 2. 0. 0. 0. 1. 0. 2. 1. 1. 0. 0. 0. 0. 1. 1. 1. 0. 1. 2. 0. 3.
 1. 2. 1. 0. 0. 3. 1. 2. 1. 1. 0. 0. 1. 1. 2. 1. 5. 2. 1. 1. 1. 2. 0. 0.
 0. 1. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 2. 1. 1. 1. 0. 1. 1. 0. 1.
 0. 2. 1. 2. 3. 0. 2. 1. 1. 1. 0. 0. 2. 0. 0. 2. 0. 0. 1. 1. 0. 0. 0. 2.
 0. 0. 0. 1. 1. 0. 1. 0. 0. 1. 0. 1. 1. 1. 0. 0. 0. 0. 2. 0. 2. 1. 0. 0.
 1. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 1.]",18032.79695694884,152.42105263157896,0.018149772988294573,
522,522,300,simple,0.01,barabasi-albert,10,10,neighbors-of-neighbors,4,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 3. 1. 1.
 1. 1. 1. 1. 0. 0. 1. 0. 0. 1. 0. 2. 0. 1. 2. 1. 0. 1. 1. 1. 0. 1. 0. 0.
 0. 0. 0. 2. 1. 0. 0. 0. 1. 0. 1. 2. 0. 1. 2. 0. 0. 1. 2. 1. 0. 0. 0. 0.
 1. 2. 1. 1. 2. 0. 0. 2. 1. 0. 2. 1. 1. 1. 0. 0. 1. 1. 2. 0. 1. 0. 0. 1.
 0. 1. 1. 2. 1. 0. 1. 1. 0. 1. 2. 0. 0. 3. 0. 1. 2. 0. 0. 1. 1. 2. 1. 1.
 1. 1. 4. 0. 0. 2. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 3. 0. 0. 0. 0. 1. 0. 2.
 2. 0. 1. 1. 0. 1. 0. 0. 1. 1. 2. 0. 0. 1. 2. 0. 1. 0. 1. 1. 0. 1. 0. 0.
 1. 0. 1. 1. 1. 0. 3. 0. 0. 2. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 1. 0. 1. 2.
 0. 2. 1. 1. 1. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 2. 1. 0. 2. 1. 0. 1. 0.
 0. 2. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 2. 0. 0. 1. 0. 3. 2. 0. 0. 0. 2.
 0. 0. 0. 0. 0. 0. 0. 2. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 0. 0. 1. 0. 1. 0.
 3. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 1.]",17954.038470922285,149.01754385964912,0.24640018308858846,
523,523,300,simple,0.01,barabasi-albert,10,10,neighbors-of-neighbors,4,"[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 1. 0. 0. 0. 0. 1. 1. 0. 2. 1.
 1. 0. 1. 1. 0. 1. 1. 0. 0. 1. 0. 0. 1. 2. 0. 1. 0. 0. 1. 1. 1. 0. 0. 1.
 1. 0. 2. 1. 2. 0. 0. 1. 0. 2. 2. 0. 1. 1. 0. 2. 3. 0. 3. 1. 3. 1. 1. 0.
 1. 1. 2. 2. 3. 2. 3. 1. 0. 1. 0. 0. 4. 1. 1. 0. 1. 2. 0. 1. 0. 0. 0. 1.
 1. 2. 2. 0. 1. 0. 1. 1. 1. 1. 1. 1. 1. 2. 1. 1. 1. 0. 1. 1. 0. 0. 2. 0.
 0. 0. 0. 0. 1. 2. 0. 0. 0. 0. 1. 0. 0. 1. 1. 1. 0. 2. 0. 0. 0. 0. 2. 0.
 0. 0. 1. 1. 2. 1. 0. 1. 0. 0. 1. 1. 1. 1. 1. 1. 0. 1. 0. 0. 2. 1. 0. 0.
 1. 1. 0. 1. 0. 0. 1. 0. 0. 0. 2. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1. 0. 1.
 1. 0. 1. 2. 0. 2. 0. 0. 0. 0. 1. 2. 0. 1. 2. 1. 0. 1. 2. 0. 1. 2. 0. 0.
 2. 0. 0. 1. 0. 2. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 2. 0. 0.
 0. 0. 1. 0. 0. 0. 0. 0. 4. 0. 0. 1. 1. 1. 0. 2. 0. 0. 0. 0. 0. 0. 2. 1.
 1. 0. 0. 0. 0. 0. 0. 1. 0. 1. 1. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 1. 1. 0.
 1. 0. 0. 1. 0. 1. 0. 1. 0. 0. 0. 0.]",18108.686317755146,152.10526315789474,-0.05232911765937653,
524,524,300,simple,0.01,barabasi-albert,10,10,neighbors-of-neighbors,4,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0.
 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0.
 0. 2. 1. 0. 1. 2. 0. 1. 2. 1. 0. 3. 3. 1. 1. 3. 0. 0. 0. 2. 1. 0. 0. 1.
 0. 0. 1. 0. 0. 1. 1. 0. 0. 1. 1. 4. 3. 2. 0. 3. 1. 1. 2. 1. 1. 2. 2. 2.
 2. 1. 0. 0. 1. 1. 1. 2. 0. 3. 0. 0. 1. 0. 3. 1. 0. 1. 1. 1. 1. 0. 0. 2.
 1. 0. 2. 0. 0. 0. 0. 0. 0. 0. 1. 1. 3. 0. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1.
 0. 1. 1. 1. 2. 1. 0. 0. 0. 0. 0. 1. 1. 1. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0.
 0. 0. 0. 1. 0. 2. 1. 0. 2. 1. 0. 0. 0. 0. 0. 0. 2. 0. 1. 0. 0. 0. 0. 1.
 1. 2. 1. 1. 1. 2. 0. 0. 0. 0. 0. 1. 0. 0. 2. 1. 0. 0. 1. 0. 0. 0. 1. 0.
 0. 0. 0. 1. 2. 0. 0. 0. 1. 1. 0. 1. 1. 2. 0. 1. 0. 1. 0. 1. 1. 1. 0. 2.
 0. 0. 0. 2. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 2. 0. 0. 0. 1. 3. 0. 1. 0.
 1. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 1. 2. 2. 0. 1. 0. 0. 1. 1. 0. 0. 0. 0.
 1. 0. 0. 0. 1. 0. 0. 0. 1. 1. 1. 3.]",17985.934926692236,147.19298245614036,0.21633304730868919,
525,525,300,simple,0.01,barabasi-albert,10,10,high-degree-media,0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.
 1. 0. 1. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
 1. 1. 2. 1. 0. 0. 1. 0. 0. 1. 1. 2. 0. 2. 0. 0. 0. 2. 2. 1. 0. 1. 2. 0.
 1. 0. 1. 0. 0. 1. 0. 3. 2. 1. 1. 2. 0. 1. 2. 0. 0. 1. 1. 0. 2. 1. 0. 2.
 2. 1. 0. 1. 2. 2. 0. 2. 1. 0. 0. 1. 0. 1. 1. 1. 1. 2. 2. 1. 3. 1. 2. 0.
 0. 2. 0. 1. 1. 1. 1. 2. 2. 1. 2. 0. 1. 3. 1. 1. 0. 0. 4. 0. 0. 0. 1. 1.
 1. 1. 0. 2. 3. 1. 1. 2. 0. 1. 1. 2. 1. 3. 1. 3. 0. 2. 0. 1. 0. 1. 4. 0.
 1. 0. 1. 0. 1. 0. 0. 1. 1. 3. 1. 1. 2. 0. 0. 1. 0. 2. 1. 1. 0. 2. 1. 1.
 1. 1. 1. 1. 0. 0. 1. 1. 1. 1. 2. 0. 1. 1. 0. 1. 2. 0. 0. 0. 0. 1. 1. 0.
 2. 0. 1. 0. 3. 0. 1. 0. 1. 0. 0. 0.]",17866.004070945186,155.12280701754386,0.14942939059745763,
526,526,300,simple,0.01,barabasi-albert,10,10,high-degree-media,0,"[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 1. 1. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 2.
 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 1. 2. 1. 1. 0.
 0. 1. 1. 1. 2. 3. 1. 0. 0. 3. 1. 1. 0. 2. 0. 0. 2. 1. 0. 0. 0. 1. 1. 1.
 3. 1. 0. 1. 1. 3. 1. 0. 1. 1. 2. 1. 0. 1. 3. 2. 3. 0. 0. 1. 0. 0. 2. 3.
 0. 1. 3. 0. 0. 0. 1. 0. 0. 1. 3. 0. 0. 2. 1. 0. 0. 2. 1. 0. 0. 2. 1. 1.
 0. 0. 1. 1. 3. 2. 1. 0. 2. 1. 1. 1. 2. 0. 1. 0. 1. 2. 0. 1. 1. 0. 0. 0.
 2. 1. 0. 0. 1. 0. 2. 0. 0. 1. 1. 2. 1. 1. 0. 1. 1. 1. 1. 0. 1. 1. 0. 3.
 1. 0. 0. 0. 0. 0. 0. 1. 0. 1. 1. 3. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 2.
 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 2. 1. 0. 0. 0.
 0. 0. 0. 0. 2. 1. 0. 0. 1. 1. 0. 0. 1. 0. 0. 3. 0. 0. 1. 0. 0. 1. 1. 0.
 0. 2. 0. 2. 0. 0. 1. 0. 0. 2. 0. 1. 0. 0. 2. 0. 2. 0. 1. 0. 1. 0. 0. 0.
 2. 0. 2. 1. 0. 2. 0. 0. 1. 0. 0. 1.]",17946.29143420376,152.35087719298247,0.026820935882793592,
527,527,300,simple,0.01,barabasi-albert,10,10,high-degree-media,0,"[0. 0. 1. 2. 1. 0. 2. 1. 0. 1. 0. 1. 1. 1. 1. 0. 0. 2. 0. 1. 1. 1. 0. 2.
 3. 0. 2. 2. 1. 0. 3. 0. 0. 0. 1. 2. 0. 2. 1. 0. 1. 1. 1. 0. 2. 1. 2. 0.
 0. 0. 0. 0. 2. 1. 1. 2. 2. 1. 2. 0. 0. 1. 0. 1. 1. 1. 1. 1. 1. 0. 3. 1.
 1. 1. 0. 0. 1. 2. 1. 0. 0. 1. 0. 1. 0. 0. 0. 0. 1. 1. 2. 0. 0. 0. 1. 1.
 0. 0. 0. 0. 1. 0. 1. 0. 0. 2. 1. 1. 1. 4. 0. 0. 0. 0. 1. 2. 1. 0. 1. 0.
 0. 1. 1. 2. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 1. 1. 1. 1. 1. 0.
 0. 0. 1. 1. 0. 2. 0. 0. 1. 1. 0. 1. 3. 1. 1. 0. 3. 0. 0. 1. 1. 2. 0. 0.
 1. 1. 0. 0. 0. 1. 1. 0. 2. 2. 0. 0. 1. 1. 0. 1. 1. 0. 0. 1. 1. 1. 1. 0.
 0. 0. 0. 1. 0. 0. 0. 0. 3. 1. 0. 2. 0. 1. 0. 3. 2. 1. 1. 0. 0. 0. 0. 0.
 3. 0. 1. 0. 2. 1. 0. 0. 1. 0. 0. 3. 0. 1. 2. 2. 1. 0. 0. 0. 0. 0. 1. 0.
 2. 0. 0. 0. 2. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 4. 0. 3. 0. 0. 0. 1.
 0. 0. 2. 0. 2. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 2. 2. 1. 0.
 0. 0. 0. 0. 1. 0. 0. 0. 1. 1. 0. 0.]",18170.144521758328,151.59649122807016,-0.018149286359094456,
528,528,300,simple,0.01,barabasi-albert,10,10,high-degree-media,0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 1. 1. 0. 1. 1. 0.
 1. 0. 2. 0. 1. 0. 2. 3. 1. 0. 0. 1. 2. 1. 2. 0. 3. 1. 0. 1. 0. 1. 1. 0.
 3. 3. 1. 1. 1. 1. 0. 1. 3. 1. 0. 1. 2. 1. 0. 3. 0. 4. 0. 2. 1. 1. 1. 1.
 3. 4. 1. 0. 0. 2. 2. 0. 2. 1. 2. 0. 2. 2. 2. 2. 2. 0. 2. 2. 1. 0. 0. 2.
 1. 0. 1. 1. 0. 2. 0. 2. 1. 1. 1. 0. 0. 0. 1. 1. 4. 0. 1. 0. 0. 0. 1. 1.
 0. 3. 0. 0. 2. 0. 1. 1. 3. 0. 0. 0. 2. 0. 1. 2. 2. 0. 1. 1. 1. 0. 0. 0.
 1. 1. 1. 1. 0. 0. 0. 0. 2. 0. 2. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0. 1. 1. 1.
 1. 0. 0. 0. 0. 1. 0. 0. 2. 2. 2. 1. 0. 1. 2. 2. 4. 1. 0. 0. 1. 2. 1. 0.
 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 1. 0. 1. 0. 1. 0. 1. 1. 1. 0. 2. 0. 2. 0.
 0. 2. 0. 0. 0. 2. 0. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 0. 0. 0. 0. 0. 1. 0.
 1. 0. 0. 0. 2. 1. 0. 0. 0. 1. 0. 1.]",17916.013260447013,150.62280701754386,0.13431270622870947,
529,529,300,simple,0.01,barabasi-albert,10,10,high-degree-media,0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 1. 3. 1. 1. 1. 0. 1. 0. 0. 2.
 1. 2. 0. 0. 1. 0. 1. 0. 1. 4. 0. 0. 1. 0. 0. 0. 0. 2. 1. 1. 2. 0. 0. 3.
 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 1. 1. 0. 1. 0. 0. 2. 0. 0. 0. 0. 2. 0.
 1. 1. 2. 0. 0. 1. 1. 0. 0. 0. 0. 2. 3. 0. 0. 1. 0. 1. 0. 2. 1. 1. 3. 1.
 3. 2. 1. 1. 1. 1. 2. 1. 3. 1. 2. 2. 0. 1. 2. 0. 1. 2. 0. 2. 0. 3. 1. 0.
 0. 2. 0. 0. 0. 1. 3. 1. 0. 3. 2. 1. 1. 0. 2. 0. 0. 1. 0. 0. 1. 3. 1. 2.
 0. 0. 0. 0. 1. 2. 1. 0. 2. 1. 0. 0. 2. 1. 0. 1. 0. 1. 1. 0. 0. 2. 0. 2.
 1. 0. 0. 2. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 1. 2. 1. 2. 0. 0. 0. 0.
 2. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 1. 0. 0. 1. 1. 0. 0. 0. 0. 2.
 0. 1. 0. 1. 0. 0. 1. 0. 0. 0. 0. 1. 0. 1. 0. 1. 0. 1. 0. 2. 0. 0. 1. 0.
 0. 0. 0. 1. 0. 0. 2. 0. 0. 0. 1. 0. 0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 1. 1. 4. 0. 0. 0. 0. 0. 1. 0.]",18028.53084540156,153.80701754385964,-0.024163083838189617,
530,530,300,simple,0.01,barabasi-albert,10,10,high-degree-media,1,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 1. 1. 1. 0. 0. 0. 0. 0. 1. 0.
 1. 1. 0. 1. 0. 0. 1. 0. 0. 2. 0. 0. 0. 0. 1. 0. 0. 0. 2. 0. 1. 0. 0. 0.
 1. 0. 1. 1. 0. 0. 1. 1. 0. 1. 0. 0. 0. 0. 1. 1. 1. 1. 0. 0. 1. 0. 0. 1.
 0. 1. 3. 2. 0. 2. 0. 0. 0. 0. 2. 0. 1. 0. 2. 0. 0. 1. 2. 0. 0. 0. 1. 0.
 0. 0. 0. 0. 2. 0. 0. 1. 1. 0. 2. 1. 1. 1. 2. 1. 0. 0. 0. 2. 1. 3. 2. 2.
 2. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 1. 4. 1. 0. 1. 3. 0. 1. 0. 1. 1.
 0. 0. 0. 2. 1. 1. 0. 1. 2. 0. 1. 0. 0. 1. 0. 0. 0. 2. 0. 0. 1. 0. 2. 1.
 0. 1. 2. 1. 0. 0. 3. 0. 1. 0. 1. 0. 0. 1. 2. 2. 0. 0. 0. 0. 1. 2. 3. 0.
 0. 2. 1. 2. 1. 0. 1. 1. 1. 0. 0. 1. 1. 0. 1. 2. 0. 1. 1. 2. 1. 0. 0. 1.
 0. 2. 1. 1. 1. 0. 0. 1. 0. 0. 0. 1. 1. 1. 0. 0. 1. 1. 0. 1. 0. 1. 0. 1.
 2. 0. 1. 1. 4. 0. 1. 3. 2. 0. 0. 1. 0. 0. 3. 0. 0. 1. 0. 0. 3. 0. 2. 1.
 0. 0. 0. 1. 0. 2. 1. 1. 0. 1. 0. 1.]",17894.263383410656,152.97368421052633,0.06407940505030363,
531,531,300,simple,0.01,barabasi-albert,10,10,high-degree-media,1,"[0. 1. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 2. 0.
 0. 0. 1. 0. 0. 1. 0. 1. 2. 0. 4. 3. 0. 2. 2. 0. 3. 0. 0. 1. 1. 6. 1. 0.
 3. 2. 1. 2. 1. 3. 2. 2. 1. 0. 2. 1. 1. 1. 0. 1. 0. 0. 2. 0. 0. 2. 1. 1.
 1. 1. 0. 0. 0. 1. 3. 0. 1. 2. 1. 1. 2. 2. 2. 0. 0. 0. 0. 0. 0. 1. 0. 0.
 1. 1. 1. 0. 2. 1. 1. 1. 1. 2. 2. 1. 2. 1. 0. 1. 2. 0. 2. 0. 1. 3. 0. 0.
 1. 1. 1. 1. 1. 0. 1. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1.
 0. 0. 0. 2. 1. 0. 0. 2. 0. 2. 2. 0. 2. 0. 2. 1. 0. 2. 1. 2. 1. 0. 1. 0.
 1. 0. 1. 2. 1. 1. 1. 2. 0. 0. 2. 1. 1. 2. 1. 1. 2. 1. 2. 2. 1. 1. 0. 0.
 0. 0. 0. 0. 1. 0. 1. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 0. 0. 1. 2. 1. 0. 1.
 2. 1. 0. 0. 1. 0. 0. 0. 0. 0. 3. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 0.
 0. 0. 0. 4. 0. 2. 1. 0. 1. 0. 1. 1. 1. 0. 0. 1. 1. 1. 0. 0. 1. 0. 0. 0.
 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 1. 0. 1. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 2.]",18194.445470966315,154.35087719298247,-0.14135684063342618,
532,532,300,simple,0.01,barabasi-albert,10,10,high-degree-media,1,"[0. 0. 1. 2. 1. 2. 1. 0. 0. 0. 1. 1. 0. 2. 1. 1. 0. 1. 1. 0. 0. 1. 1. 0.
 1. 0. 1. 3. 0. 0. 3. 1. 1. 0. 1. 0. 1. 0. 0. 3. 0. 1. 1. 1. 3. 0. 3. 2.
 0. 2. 0. 1. 2. 0. 2. 0. 1. 2. 0. 0. 3. 1. 0. 0. 1. 1. 1. 2. 2. 0. 1. 1.
 1. 1. 1. 2. 2. 1. 1. 0. 1. 0. 4. 1. 0. 0. 1. 0. 0. 1. 0. 1. 2. 0. 1. 1.
 1. 3. 0. 2. 1. 1. 0. 0. 3. 0. 3. 0. 1. 1. 1. 1. 1. 2. 1. 2. 0. 1. 1. 1.
 0. 2. 0. 1. 0. 1. 0. 0. 0. 1. 0. 1. 0. 1. 1. 0. 2. 1. 2. 1. 1. 1. 0. 1.
 1. 0. 0. 2. 3. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 1. 1. 0. 0. 1. 1. 0. 4. 1.
 1. 0. 2. 1. 1. 0. 0. 1. 2. 0. 0. 1. 0. 1. 0. 1. 0. 1. 1. 0. 0. 0. 2. 1.
 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 0. 0. 1. 1. 4. 0. 1. 0. 1.
 1. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 1. 0. 1. 1. 0. 4. 0. 1. 3. 0. 1. 1. 1.
 1. 0. 0. 0. 1. 0. 2. 1. 1. 1. 0. 0. 0. 1. 1. 0. 0. 1. 1. 1. 0. 1. 2. 1.
 0. 2. 0. 1. 0. 0. 2. 0. 0. 1. 2. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0. 0. 0. 1.
 1. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0.]",18157.227933821898,151.26315789473685,-0.039885048602577355,
533,533,300,simple,0.01,barabasi-albert,10,10,high-degree-media,1,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 1. 0. 2. 0. 0. 0. 0. 1. 1. 0. 2.
 0. 1. 1. 0. 2. 1. 1. 0. 1. 0. 1. 0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 2. 0. 0.
 1. 0. 2. 0. 1. 0. 0. 2. 1. 1. 3. 1. 2. 1. 0. 1. 2. 1. 0. 0. 3. 0. 0. 1.
 1. 1. 1. 1. 1. 2. 0. 1. 1. 1. 0. 1. 1. 1. 1. 4. 3. 1. 1. 0. 1. 0. 2. 1.
 2. 2. 1. 3. 1. 1. 1. 1. 0. 0. 1. 0. 1. 1. 4. 0. 4. 1. 0. 0. 2. 0. 1. 1.
 3. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 3. 1. 2. 2. 0. 5. 0. 2. 0. 2. 2. 1. 1.
 1. 2. 2. 1. 2. 0. 0. 1. 2. 0. 0. 2. 1. 0. 0. 2. 1. 0. 1. 1. 0. 0. 0. 0.
 1. 0. 1. 1. 0. 2. 2. 3. 2. 0. 2. 0. 0. 1. 0. 1. 0. 1. 0. 2. 1. 0. 0. 1.
 1. 0. 0. 0. 0. 2. 0. 0. 2. 0. 0. 0. 0. 3. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1.
 1. 1. 0. 2. 1. 0. 1. 0. 2. 0. 0. 1.]",17859.237595326264,153.3684210526316,0.13234117055523467,
