,n,spread-type,simple-spread-chance,graph-type,ba-m,cit-media-influence,cit-cit-influence,organizing-capacity,organizing-strategy,data
1012,500,simple,0.5,barabasi-albert,10,0.25,0.25,5,high-degree-media,"[  0.   3.   9.  11.  14.  41.  19.  19.  63.  85.  92.  47.  78.  80.
  85. 109.   8.  33.  42.  61.  61.   2.   5.   7.  10.  13.   1.   1.
  53.  59.  85.  15.  16.  18.  33.  51.   0.   5.  11.  20.  25.   6.
  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.
  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.
  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.
  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.
  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.
  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.
  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.
  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.
  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.
  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.
  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.
  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.
  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.
  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.
  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.
  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.
  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.
  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.  11.
  11.  11.  11.  11.  11.  11.]"
1013,500,simple,0.5,barabasi-albert,10,0.25,0.25,5,high-degree-media,"[  0.   4.   7.   7.   8.   9.   7.   9.  15.  17.  18.   1.  39.  40.
 103. 134.   1.   2.   3.   3.  18.  28.  72.  89. 103. 141.  21.  49.
  66.  80.  80.  14.  15.  25.  39.  50.   3.  14.  24.  31.  38.   5.
   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.
   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.
   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.
   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.
   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.
   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.
   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.
   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.
   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.
   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.
   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.
   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.
   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.
   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.
   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.
   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.
   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.
   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.   5.
   5.   5.   5.   5.   5.   5.]"
1014,500,simple,0.5,barabasi-albert,10,0.25,0.25,5,high-degree-media,"[  0.   3.   6.  47. 125. 152.   1.  21.  22.  25.  49.  42.  52.  56.
  88. 104.  16.  17.  32.  42.  42.  23.  44.  79.  80. 102.  13.  21.
  21.  27.  38.   7.  17.  21.  27.  27.   4.   8.   9.  11.  16.   0.
   2.   3.   3.   3.   1.   2.   4.   5.   6.   0.   0.   0.   1.   1.
   2.   3.   3.   3.   3.   0.   0.   0.   0.   0.   0.   1.   1.   1.
   1.   0.   0.   0.   0.   0.   1.   1.   1.   1.   2.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.]"
1015,500,simple,0.5,barabasi-albert,10,0.25,0.25,5,high-degree-media,"[  0.   1.   3.   4.   7.   8.   1.   2.   2.  20.  20.   2.   5.   5.
   6.  30.  11.  21.  73.  73.  94.  32.  32.  78. 100. 116.   0.   2.
   2.  45.  48.  12.  12.  31.  52.  82.   0.  16.  25.  41.  48.  12.
  26.  36.  37.  49.   4.   4.   9.  13.  15.   3.   3.   7.   7.  13.
   3.   3.   4.   5.   5.   2.   2.   3.   3.   4.   0.   2.   2.   2.
   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.
   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.
   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.
   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.
   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.
   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.
   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.
   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.
   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.
   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.
   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.
   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.
   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.
   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.
   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.
   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.   2.
   2.   2.   2.   2.   2.   2.]"
1016,500,simple,0.5,barabasi-albert,10,0.25,0.25,5,high-degree-media,"[  0.   4.  10.  12.  14.  62.   7.   9.  14.  63.  64.   9.  43.  68.
  93.  95.  34.  64. 106. 130. 150.  11.  25.  37.  46.  47.  13.  17.
  24.  29.  34.   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.
   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.
   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.
   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.
   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.
   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.
   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.
   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.
   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.
   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.
   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.
   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.
   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.
   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.
   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.
   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.
   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.
   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.
   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.   7.
   7.   7.   7.   7.   7.   7.]"
1017,500,simple,0.5,barabasi-albert,10,0.25,0.25,5,high-degree-media,"[  0.   0.   2.   4.   7.  10.   4.  35.  39.  40.  40.  48. 115. 164.
 164. 164.  25.  44.  75.  75.  81.  40.  40.  61.  69.  70.   1.  15.
  16.  36.  61.   8.  18.  29.  38.  40.  12.  13.  24.  31.  31.  10.
  16.  22.  22.  23.   5.   5.   7.   8.   8.   1.   1.   2.   2.   2.
   0.   1.   3.   3.   6.   1.   1.   1.   1.   3.   0.   1.   1.   3.
   3.   0.   0.   0.   0.   0.   0.   0.   0.   0.   2.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.]"
1018,500,simple,0.5,barabasi-albert,10,0.25,0.25,5,high-degree-media,"[ 0.  2.  6. 27. 30. 30. 26. 42. 42. 42. 46.  0.  0.  1.  1. 12. 14. 16.
 29. 29. 31. 22. 23. 24. 43. 44. 29. 29. 29. 29. 69.  0.  2.  4. 42. 42.
 30. 46. 46. 47. 80.  0. 11. 36. 36. 36.  3.  4. 14. 35. 45.  9. 14. 28.
 29. 38.  0.  8. 13. 13. 21.  4.  6.  8. 12. 14.  3.  4.  6. 11. 13.  0.
  0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]"
1019,500,simple,0.5,barabasi-albert,10,0.25,0.25,5,high-degree-citizens,"[  0.   1.   2.   2.   3.   3.   0.   2.   4.   4.   6.  30.  42.  61.
  87.  90.  41.  49.  64. 104. 126.   0.  20.  50. 102. 103.   0.  27.
  54.  71.  71.  13.  13.  38.  52.  66.   3.   8.  11.  23.  29.   0.
   0.   5.  13.  17.   6.   7.  11.  11.  12.   3.   4.   7.   9.  10.
   0.   0.   0.   0.   1.   0.   1.   1.   3.   4.   1.   1.   1.   1.
   1.   1.   1.   1.   1.   1.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   1.   1.   1.   1.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.]"
1020,500,simple,0.5,barabasi-albert,10,0.25,0.25,5,high-degree-citizens,"[  0.   5.   9.  12.  41.  47.   1.  23.  25.  26.  26.   2.   3.   6.
   6.   6.   1.   1.  14.  16.  22.   3.  11.  12.  17.  27.   0.  20.
  22.  22.  43.   1.  48.  59.  85. 120.  27.  48.  50.  81. 100.  29.
  44.  65.  66.  71.   8.  15.  19.  26.  29.   0.   2.   6.  11.  13.
   1.   6.  11.  12.  12.   2.   3.   4.   4.   5.   0.   1.   2.   2.
   3.   0.   0.   0.   1.   1.   2.   5.   5.   5.   5.   0.   0.   1.
   1.   1.   1.   1.   1.   1.   1.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.]"
1021,500,simple,0.5,barabasi-albert,10,0.25,0.25,5,high-degree-citizens,"[ 0.  2.  3.  6.  8.  9.  2. 27. 29. 29. 49.  0.  2. 13. 45. 63.  0.  3.
 49. 65. 65.  3.  5. 26. 57. 94. 18. 30. 38. 57. 63.  1. 22. 39. 50. 50.
  8. 34. 41. 42. 47. 16. 28. 37. 44. 49.  5.  7. 12. 14. 19.  6. 13. 14.
 16. 19.  2.  3.  4.  4.  4.  0.  0.  2.  2.  2.  0.  0.  0.  0.  0.  0.
  1.  1.  1.  2.  1.  1.  1.  1.  1.  0.  0.  1.  1.  1.  0.  1.  1.  1.
  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]"
1022,500,simple,0.5,barabasi-albert,10,0.25,0.25,5,high-degree-citizens,"[  0.   2.   3.   9.  13.  14.   6.  16.  29.  30.  57.  14.  16.  75.
  90.  96.   1.  37.  74.  75.  90.  30.  35.  46.  55. 100.  17.  17.
  22.  43.  60.  17.  37.  43.  51.  57.   1.   7.  11.  15.  23.   4.
   8.   8.  10.  15.   1.   1.   2.   4.   5.   0.   0.   2.   2.   2.
   3.   3.   3.   3.   3.   0.   0.   0.   0.   0.   0.   1.   1.   1.
   2.   0.   0.   0.   0.   0.   0.   1.   1.   1.   1.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.]"
1023,500,simple,0.5,barabasi-albert,10,0.25,0.25,5,high-degree-citizens,"[  0.   3.   6.   8.   8.   9.   1.   1.   2.   5.   7.   1.   1.   5.
   6.   6.   0.   2.   4.   4.   4.  17.  18.  27.  61.  61.   1.   5.
   6.  34.  41.  20.  50.  66.  73. 101.  27.  63.  71.  84.  85.  30.
  40.  60.  82. 106.  12.  23.  37.  41.  46.   7.  14.  19.  29.  29.
  10.  15.  22.  27.  32.   3.   3.   3.   5.   6.   2.   2.   4.   4.
   5.   2.   2.   3.   3.   3.   0.   0.   0.   1.   1.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   1.   1.   1.   1.   1.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.]"
1024,500,simple,0.5,barabasi-albert,10,0.25,0.25,5,high-degree-citizens,"[  0.   2.   6.   9.  10.  12.  13.  15.  15.  15.  16.  45.  46.  61.
  75.  78.   2.   4.   5.  46.  66.  20.  43.  43.  58.  82.  50.  62.
  89. 106. 123.  21.  48.  70.  75.  83.  11.  21.  30.  40.  44.   4.
   8.  17.  19.  19.   3.   9.  10.  10.  14.   1.   3.   3.   4.   6.
   1.   2.   2.   2.   3.   1.   1.   2.   3.   4.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.]"
1025,500,simple,0.5,barabasi-albert,10,0.25,0.25,5,high-degree-citizens,"[ 0.  3.  3.  4.  4.  6.  2.  2. 11. 13. 25.  2.  2.  2.  7.  9.  1. 18.
 31. 31. 55.  6. 21. 22. 23. 23.  7.  7.  8. 35. 63. 21. 60. 60. 66. 95.
  0.  0. 33. 49. 49.  9.  9.  9. 38. 53. 16. 29. 45. 63. 76.  7. 15. 16.
 20. 20.  0.  4.  7. 17. 20.  2.  8. 11. 15. 17.  5.  6. 10. 10. 10.  3.
  3.  4.  6.  6.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  1.  1.
  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]"
